file,offset,kind,value,context_hex
eagle0.sav,0x2d5b,u16,2,01 00 00 00 01 00 00 00 0d 00 00 00 0c 00 00 00 00 00 00 00 01 00 00 00 02 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 12 00 00 00 06 00 00 00 00 00 00 00 04 00 00 00
eagle0.sav,0x2dab,u16,2,04 00 00 00 01 00 00 00 18 00 00 00 0d 00 00 00 00 00 00 00 04 00 00 00 02 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2db3,u16,2,18 00 00 00 0d 00 00 00 00 00 00 00 04 00 00 00 02 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00 02 00 00 00 25 00 00 00
eagle0.sav,0x2dd3,u16,2,01 00 00 00 01 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00 02 00 00 00 25 00 00 00 07 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 28 00 00 00 13 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2ec3,u16,2,00 00 00 00 01 00 00 00 00 00 00 00 03 00 00 00 19 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 1b 00 00 00 17 00 00 00 01 00 00 00
eagle0.sav,0x304f,u16,2,00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 09 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00
eagle0.sav,0x3063,u16,2,00 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00
eagle0.sav,0x3077,u16,2,00 00 00 00 02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff
eagle0.sav,0x307b,u16,2,02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x308b,u16,2,1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x0,u32,2,02 00 00 00 e8 03 00 00 01 00 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x2a13,u32,2,00 00 00 00 01 00 00 00 05 00 00 00 04 00 00 00 ff ff ff ff 00 00 00 00 02 00 00 00 08 00 00 00 0b 00 00 00 ff ff ff ff 00 00 00 00 03 00 00 00 0b 00 00 00 01 00 00 00 ff ff ff ff 00 00 00 00
eagle0.sav,0x2a93,u32,2,0f 00 00 00 03 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 16 00 00 00 0a 00 00 00 ff ff ff ff 01 00 00 00 02 00 00 00 1d 00 00 00
eagle0.sav,0x2ab3,u32,2,01 00 00 00 01 00 00 00 16 00 00 00 0a 00 00 00 ff ff ff ff 01 00 00 00 02 00 00 00 1d 00 00 00 18 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2b73,u32,2,ff ff ff ff ff ff ff ff 00 00 00 00 09 00 00 00 ff ff ff ff ff ff ff ff 02 00 00 00 00 00 00 00 00 00 00 00 05 00 00 00 04 00 00 00 05 00 00 00 00 00 00 00 01 00 00 00 08 00 00 00 0b 00 00 00
eagle0.sav,0x2ba3,u32,2,00 00 00 00 01 00 00 00 08 00 00 00 0b 00 00 00 0a 00 00 00 00 00 00 00 02 00 00 00 0b 00 00 00 18 00 00 00 0b 00 00 00 00 00 00 00 03 00 00 00 0d 00 00 00 0c 00 00 00 0d 00 00 00 00 00 00 00
eagle0.sav,0x2c0f,u32,2,18 00 00 00 0d 00 00 00 00 00 00 00 00 00 00 00 07 00 00 00 1a 00 00 00 02 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 20 00 00 00 05 00 00 00 00 00 00 00 01 00 00 00 01 00 00 00 25 00 00 00
eagle0.sav,0x2c43,u32,2,01 00 00 00 01 00 00 00 25 00 00 00 07 00 00 00 00 00 00 00 01 00 00 00 02 00 00 00 28 00 00 00 13 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 28 00 00 00 0f 00 00 00 00 00 00 00 01 00 00 00
eagle0.sav,0x2d5b,u32,2,01 00 00 00 01 00 00 00 0d 00 00 00 0c 00 00 00 00 00 00 00 01 00 00 00 02 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 12 00 00 00 06 00 00 00 00 00 00 00 04 00 00 00
eagle0.sav,0x2dab,u32,2,04 00 00 00 01 00 00 00 18 00 00 00 0d 00 00 00 00 00 00 00 04 00 00 00 02 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2db3,u32,2,18 00 00 00 0d 00 00 00 00 00 00 00 04 00 00 00 02 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00 02 00 00 00 25 00 00 00
eagle0.sav,0x2dd3,u32,2,01 00 00 00 01 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00 02 00 00 00 25 00 00 00 07 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 28 00 00 00 13 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2ec3,u32,2,00 00 00 00 01 00 00 00 00 00 00 00 03 00 00 00 19 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 1b 00 00 00 17 00 00 00 01 00 00 00
eagle0.sav,0x304f,u32,2,00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 09 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00
eagle0.sav,0x3063,u32,2,00 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00
eagle0.sav,0x3077,u32,2,00 00 00 00 02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff
eagle0.sav,0x307b,u32,2,02 00 00 00 01 00 00 00 1a 00 00 00 04 00 00 00 1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x308b,u32,2,1b 00 00 00 02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x5,u8,3,02 00 00 00 e8 03 00 00 01 00 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0xb,u8,3,02 00 00 00 e8 03 00 00 01 00 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x1f8c,u8,3,01 00 00 00 28 00 00 00 0f 00 00 00 14 00 00 00 17 00 00 00 28 00 00 00 03 00 00 00 a8 02 00 00 05 00 00 00 3c 00 00 00 0f 00 00 00 23 00 00 00 20 03 00 00 ee 01 00 00 06 02 00 00 5a 02 00 00
eagle0.sav,0x1fa5,u8,3,00 00 00 a8 02 00 00 05 00 00 00 3c 00 00 00 0f 00 00 00 23 00 00 00 20 03 00 00 ee 01 00 00 06 02 00 00 5a 02 00 00 8c 02 00 00 78 00 00 00 00 00 00 00 42 21 01 00 20 03 00 00 ee 01 00 00 14
eagle0.sav,0x1fc5,u8,3,02 00 00 5a 02 00 00 8c 02 00 00 78 00 00 00 00 00 00 00 42 21 01 00 20 03 00 00 ee 01 00 00 14 00 00 00 fa 01 00 00 d2 00 00 00 eb 00 00 00 07 01 00 00 68 01 00 00 3c 00 00 00 00 00 00 00 28
eagle0.sav,0x29ef,u8,3,00 00 00 00 00 00 41 52 41 4d 49 53 ff ff ff ff 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 ff ff ff ff 00 00 00 00 01 00 00 00 05 00 00 00 04 00 00 00 ff ff ff ff 00 00 00 00 02 00 00 00
eagle0.sav,0x2a27,u8,3,00 00 00 00 02 00 00 00 08 00 00 00 0b 00 00 00 ff ff ff ff 00 00 00 00 03 00 00 00 0b 00 00 00 01 00 00 00 ff ff ff ff 00 00 00 00 04 00 00 00 0d 00 00 00 0c 00 00 00 ff ff ff ff 00 00 00 00
eagle0.sav,0x2a7f,u8,3,18 00 00 00 0d 00 00 00 ff ff ff ff 00 00 00 00 07 00 00 00 0f 00 00 00 03 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 16 00 00 00
eagle0.sav,0x2ac7,u8,3,01 00 00 00 02 00 00 00 1d 00 00 00 18 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00 04 00 00 00 22 00 00 00 17 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2b3b,u8,3,ff ff ff ff 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 00 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2bb7,u8,3,00 00 00 00 02 00 00 00 0b 00 00 00 18 00 00 00 0b 00 00 00 00 00 00 00 03 00 00 00 0d 00 00 00 0c 00 00 00 0d 00 00 00 00 00 00 00 04 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x2c57,u8,3,01 00 00 00 02 00 00 00 28 00 00 00 13 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 28 00 00 00 0f 00 00 00 00 00 00 00 01 00 00 00 04 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 01 00 00 00
eagle0.sav,0x2ccb,u8,3,00 00 00 00 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 00 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2d6f,u8,3,01 00 00 00 02 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 12 00 00 00 06 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 16 00 00 00 0b 00 00 00 00 00 00 00 04 00 00 00
eagle0.sav,0x2de7,u8,3,01 00 00 00 02 00 00 00 25 00 00 00 07 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 28 00 00 00 13 00 00 00 ff ff ff ff 01 00 00 00 04 00 00 00 28 00 00 00 0f 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2e5b,u8,3,ff ff ff ff 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2e6f,u8,3,ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00
eagle0.sav,0x2e83,u8,3,ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 15 00 00 00
eagle0.sav,0x2eb7,u8,3,00 00 00 00 00 00 00 00 15 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 03 00 00 00 19 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x308f,u8,3,02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 01 00 00 00
eagle0.sav,0x5,u16,3,02 00 00 00 e8 03 00 00 01 00 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0xb,u16,3,02 00 00 00 e8 03 00 00 01 00 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x1f8c,u16,3,01 00 00 00 28 00 00 00 0f 00 00 00 14 00 00 00 17 00 00 00 28 00 00 00 03 00 00 00 a8 02 00 00 05 00 00 00 3c 00 00 00 0f 00 00 00 23 00 00 00 20 03 00 00 ee 01 00 00 06 02 00 00 5a 02 00 00
eagle0.sav,0x1fa5,u16,3,00 00 00 a8 02 00 00 05 00 00 00 3c 00 00 00 0f 00 00 00 23 00 00 00 20 03 00 00 ee 01 00 00 06 02 00 00 5a 02 00 00 8c 02 00 00 78 00 00 00 00 00 00 00 42 21 01 00 20 03 00 00 ee 01 00 00 14
eagle0.sav,0x1fc5,u16,3,02 00 00 5a 02 00 00 8c 02 00 00 78 00 00 00 00 00 00 00 42 21 01 00 20 03 00 00 ee 01 00 00 14 00 00 00 fa 01 00 00 d2 00 00 00 eb 00 00 00 07 01 00 00 68 01 00 00 3c 00 00 00 00 00 00 00 28
eagle0.sav,0x29ef,u16,3,00 00 00 00 00 00 41 52 41 4d 49 53 ff ff ff ff 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 ff ff ff ff 00 00 00 00 01 00 00 00 05 00 00 00 04 00 00 00 ff ff ff ff 00 00 00 00 02 00 00 00
eagle0.sav,0x2a27,u16,3,00 00 00 00 02 00 00 00 08 00 00 00 0b 00 00 00 ff ff ff ff 00 00 00 00 03 00 00 00 0b 00 00 00 01 00 00 00 ff ff ff ff 00 00 00 00 04 00 00 00 0d 00 00 00 0c 00 00 00 ff ff ff ff 00 00 00 00
eagle0.sav,0x2a7f,u16,3,18 00 00 00 0d 00 00 00 ff ff ff ff 00 00 00 00 07 00 00 00 0f 00 00 00 03 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 16 00 00 00
eagle0.sav,0x2ac7,u16,3,01 00 00 00 02 00 00 00 1d 00 00 00 18 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00 04 00 00 00 22 00 00 00 17 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2b3b,u16,3,ff ff ff ff 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 00 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2bb7,u16,3,00 00 00 00 02 00 00 00 0b 00 00 00 18 00 00 00 0b 00 00 00 00 00 00 00 03 00 00 00 0d 00 00 00 0c 00 00 00 0d 00 00 00 00 00 00 00 04 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x2c57,u16,3,01 00 00 00 02 00 00 00 28 00 00 00 13 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 28 00 00 00 0f 00 00 00 00 00 00 00 01 00 00 00 04 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 01 00 00 00
eagle0.sav,0x2ccb,u16,3,00 00 00 00 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 00 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2d6f,u16,3,01 00 00 00 02 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 12 00 00 00 06 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 16 00 00 00 0b 00 00 00 00 00 00 00 04 00 00 00
eagle0.sav,0x2de7,u16,3,01 00 00 00 02 00 00 00 25 00 00 00 07 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 28 00 00 00 13 00 00 00 ff ff ff ff 01 00 00 00 04 00 00 00 28 00 00 00 0f 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2e5b,u16,3,ff ff ff ff 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2e6f,u16,3,ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00
eagle0.sav,0x2e83,u16,3,ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 15 00 00 00
eagle0.sav,0x2eb7,u16,3,00 00 00 00 00 00 00 00 15 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 03 00 00 00 19 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x308f,u16,3,02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 01 00 00 00
eagle0.sav,0xb,u32,3,02 00 00 00 e8 03 00 00 01 00 01 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x1f8c,u32,3,01 00 00 00 28 00 00 00 0f 00 00 00 14 00 00 00 17 00 00 00 28 00 00 00 03 00 00 00 a8 02 00 00 05 00 00 00 3c 00 00 00 0f 00 00 00 23 00 00 00 20 03 00 00 ee 01 00 00 06 02 00 00 5a 02 00 00
eagle0.sav,0x29ef,u32,3,00 00 00 00 00 00 41 52 41 4d 49 53 ff ff ff ff 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 ff ff ff ff 00 00 00 00 01 00 00 00 05 00 00 00 04 00 00 00 ff ff ff ff 00 00 00 00 02 00 00 00
eagle0.sav,0x2a27,u32,3,00 00 00 00 02 00 00 00 08 00 00 00 0b 00 00 00 ff ff ff ff 00 00 00 00 03 00 00 00 0b 00 00 00 01 00 00 00 ff ff ff ff 00 00 00 00 04 00 00 00 0d 00 00 00 0c 00 00 00 ff ff ff ff 00 00 00 00
eagle0.sav,0x2a7f,u32,3,18 00 00 00 0d 00 00 00 ff ff ff ff 00 00 00 00 07 00 00 00 0f 00 00 00 03 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 1a 00 00 00 02 00 00 00 ff ff ff ff 01 00 00 00 01 00 00 00 16 00 00 00
eagle0.sav,0x2ac7,u32,3,01 00 00 00 02 00 00 00 1d 00 00 00 18 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 20 00 00 00 05 00 00 00 ff ff ff ff 01 00 00 00 04 00 00 00 22 00 00 00 17 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2b3b,u32,3,ff ff ff ff 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 00 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2bb7,u32,3,00 00 00 00 02 00 00 00 0b 00 00 00 18 00 00 00 0b 00 00 00 00 00 00 00 03 00 00 00 0d 00 00 00 0c 00 00 00 0d 00 00 00 00 00 00 00 04 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x2c57,u32,3,01 00 00 00 02 00 00 00 28 00 00 00 13 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 28 00 00 00 0f 00 00 00 00 00 00 00 01 00 00 00 04 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 01 00 00 00
eagle0.sav,0x2ccb,u32,3,00 00 00 00 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 00 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2d6f,u32,3,01 00 00 00 02 00 00 00 0f 00 00 00 1c 00 00 00 00 00 00 00 01 00 00 00 03 00 00 00 12 00 00 00 06 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 16 00 00 00 0b 00 00 00 00 00 00 00 04 00 00 00
eagle0.sav,0x2de7,u32,3,01 00 00 00 02 00 00 00 25 00 00 00 07 00 00 00 ff ff ff ff 01 00 00 00 03 00 00 00 28 00 00 00 13 00 00 00 ff ff ff ff 01 00 00 00 04 00 00 00 28 00 00 00 0f 00 00 00 ff ff ff ff 01 00 00 00
eagle0.sav,0x2e5b,u32,3,ff ff ff ff 01 00 00 00 08 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff
eagle0.sav,0x2e6f,u32,3,ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00
eagle0.sav,0x2e83,u32,3,ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 03 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 15 00 00 00
eagle0.sav,0x2eb7,u32,3,00 00 00 00 00 00 00 00 15 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 03 00 00 00 19 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 1a 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x308f,u32,3,02 00 00 00 02 00 00 00 1c 00 00 00 0a 00 00 00 1e 00 00 00 02 00 00 00 03 00 00 00 1e 00 00 00 0d 00 00 00 ff ff ff ff 01 00 00 00 00 00 00 00 ff ff ff ff ff ff ff ff ff ff ff ff 01 00 00 00
eagle0.sav,0x7d8,u8,4,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 00 00 00 f4 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0xfb0,u8,4,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 00 00 00 2c 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x1468,u8,4,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 00 00 00 c8 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x1790,u8,4,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 00 00 00 01 00 00 00 04 00 00 00 f4 01 00 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x1798,u8,4,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 00 00 00 01 00 00 00 04 00 00 00 f4 01 00 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x2954,u8,4,00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 04 00 00 00 e6 00 00 00 06 00 00 00 4d 41 5a 45 30 31 00 01 00 00 00 53 00 0c 00 00 00 01 00 00 00 00 00 00 00 00 00 00
eagle0.sav,0x2a07,u8,4,03 00 00 00 00 00 00 00 ff ff ff ff 00 00 00 00 01 00 00 00 05 00 00 00 04 00 00 00 ff ff ff ff 00 00 00 00 02 00 00 00 08 00 00 00 0b 00 00 00 ff ff ff ff 00 00 00 00 03 00 00 00 0b 00 00 00
eagle0.sav,0x2a3b,u8,4,00 00 00 00 03 00 00 00 0b 00 00 00 01 00 00 00 ff ff ff ff 00 00 00 00 04 00 00 00 0d 00 00 00 0c 00 00 00 ff ff ff ff 00 00 00 00 05 00 00 00 12 00 00 00 06 00 00 00 ff ff ff ff 00 00 00 00
