file_offset,va,has_100_near,has_50_near,has_10_near,has_div_near,has_cmp_near,before_hex,after_hex
1037043,0x4fd2f3,0,0,0,1,0,95 20 fc ff ff 83 c2 01 89 95 20 fc ff ff 8b 85 20 fc ff ff 3b 85 24 fc ff ff 0f 8d 72 03 00 00,ff 15 48 f3 52 00 8b f0 8d 8d 40 fd ff ff e8 8a 3f fe ff 8b c8 8b c6 99 f7 f9 89 95 28 fc ff ff 8b 95 28 fc ff ff 52 8d 8d 40 fd ff ff e8 ab 3f fe ff 89 85 7c fc ff ff 6a 01 8b 85 28 fc ff ff 50 8d 8d 40 fd ff ff e8 e1 3f fe ff 8b 8d 7c fc ff ff d1 e1 89 8d 7c fc ff ff 8b 95 44 fe ff ff
1046023,0x4ff607,1,0,1,1,0,c0 05 d4 08 00 00 50 8b 4d c0 8b 51 64 52 e8 da c7 f5 ff 83 c4 0c 83 7d e4 0a 0f 85 8f 01 00 00,ff 15 48 f3 52 00 99 b9 64 00 00 00 f7 f9 83 fa 1e 0f 8d 0a 01 00 00 8b 55 c0 8b 82 80 0c 00 00 50 68 ab aa aa 3f 8b 4d c0 8b 51 64 52 e8 6a be f4 ff 83 c4 0c 68 e0 01 00 00 68 80 02 00 00 6a 00 6a 00 8b 45 c0 8b 48 60 51 e8 6e a8 f4 ff 83 c4 14 8b 55 c0 c7 82 20 0e 00 00 64 00 00 00 c7
1058760,0x5027c8,0,0,0,0,1,08 fe ff ff 83 7a 24 00 74 3a 8b 85 08 fe ff ff 83 78 04 00 74 2e 8b 8d 08 fe ff ff 8b 51 24 52,ff 15 48 f3 52 00 8b 8d 08 fe ff ff 99 f7 79 5c 6b d2 50 8b 85 08 fe ff ff 8b 48 60 8b 0c 11 e8 24 51 00 00 8d 95 50 ff ff ff 52 e8 9b af f0 ff 83 c4 04 8b 85 08 fe ff ff 8b 48 1c 51 6a 01 6a 04 8b 95 08 fe ff ff 83 c2 64 52 ff 15 70 f3 52 00 83 c4 10 83 f8 01 0f 85 74 03 00 00 8b 85 08
1073999,0x50634f,0,0,0,0,0,83 7d f0 00 7f 1a 8b 4d fc d9 41 34 d8 35 2c fb 52 00 51 d9 1c 24 8b 4d 0c e8 a0 8c 01 00 eb 33,ff 15 48 f3 52 00 25 ff 0f 00 00 89 45 ec 8b 45 ec 99 f7 7d f0 89 55 d0 db 45 d0 8b 55 fc d8 42 34 d8 35 2c fb 52 00 51 d9 1c 24 8b 4d 0c e8 6b 8c 01 00 8b 45 fc 83 78 10 00 74 4c 8d 4d e8 51 8d 55 e0 52 8d 45 e4 50 8b 4d 0c e8 74 8d 01 00 8b 4d fc d9 45 e4 d8 41 20 d9 5d e4 8b 55 fc d9
1111422,0x50f57e,1,0,0,1,0,83 ba c8 00 00 00 08 0f 85 04 02 00 00 8b 85 ec fd ff ff 83 b8 14 01 00 00 08 0f 85 4b 01 00 00,ff 15 48 f3 52 00 99 b9 64 00 00 00 f7 f9 83 fa 46 0f 8d 12 01 00 00 8b 95 ec fd ff ff 8b 82 14 01 00 00 6b c0 7c 8b 4d b0 8b 95 ec fd ff ff 8b 4c 8a 30 8b 90 bc f2 57 00 89 91 a4 00 00 00 8b 85 ec fd ff ff 8b 88 14 01 00 00 6b c9 7c 8b 91 c8 f2 57 00 f7 da 8b 45 b0 8b 8d ec fd ff ff 8b
1112090,0x50f81a,1,0,0,1,1,10 50 8b 8d ec fd ff ff e8 92 40 00 00 8b 8d ec fd ff ff 83 b9 c8 00 00 00 08 0f 85 ec 02 00 00,ff 15 48 f3 52 00 99 b9 64 00 00 00 f7 f9 89 55 ac 8b 95 ec fd ff ff 8b 82 14 01 00 00 6b c0 7c 8b 88 c4 f2 57 00 89 8d e4 fd ff ff 8b 95 e4 fd ff ff 83 ea 02 89 95 e4 fd ff ff 83 bd e4 fd ff ff 08 0f 87 a4 02 00 00 8b 85 e4 fd ff ff ff 24 85 2b 28 51 00 83 7d ac 50 7d 3a 8b 8d ec fd ff
1129714,0x513cf2,0,0,0,1,0,8d 94 01 04 03 00 00 8b 45 ac 8b 4c 82 0c 51 e8 d9 82 f4 ff 83 c4 08 eb c7 c7 45 fc b9 b8 32 3f,ff 15 48 f3 52 00 99 b9 0f 00 00 00 f7 f9 8b f2 ff 15 48 f3 52 00 99 b9 0f 00 00 00 f7 f9 03 f2 89 75 98 db 45 98 d9 5d e4 ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 8b f2 ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 03 f2 89 75 94 db 45 94 d9 5d c4 c7 45 c8 00 00 00 00 eb 09 8b 55 c8 83 c2
1129730,0x513d02,0,0,0,1,1,d9 82 f4 ff 83 c4 08 eb c7 c7 45 fc b9 b8 32 3f ff 15 48 f3 52 00 99 b9 0f 00 00 00 f7 f9 8b f2,ff 15 48 f3 52 00 99 b9 0f 00 00 00 f7 f9 03 f2 89 75 98 db 45 98 d9 5d e4 ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 8b f2 ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 03 f2 89 75 94 db 45 94 d9 5d c4 c7 45 c8 00 00 00 00 eb 09 8b 55 c8 83 c2 01 89 55 c8 83 7d c8 04 0f 8d 8e 00 00 00 db 45
1129755,0x513d1b,0,0,0,1,1,00 00 00 f7 f9 8b f2 ff 15 48 f3 52 00 99 b9 0f 00 00 00 f7 f9 03 f2 89 75 98 db 45 98 d9 5d e4,ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 8b f2 ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 03 f2 89 75 94 db 45 94 d9 5d c4 c7 45 c8 00 00 00 00 eb 09 8b 55 c8 83 c2 01 89 55 c8 83 7d c8 04 0f 8d 8e 00 00 00 db 45 c8 d8 4d fc 83 ec 08 dd 1c 24 e8 4d 81 01 00 83 c4 08 d9 5d bc db 45 c8 d8
1129771,0x513d2b,0,0,0,1,1,00 00 00 f7 f9 03 f2 89 75 98 db 45 98 d9 5d e4 ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 8b f2,ff 15 48 f3 52 00 99 b9 09 00 00 00 f7 f9 03 f2 89 75 94 db 45 94 d9 5d c4 c7 45 c8 00 00 00 00 eb 09 8b 55 c8 83 c2 01 89 55 c8 83 7d c8 04 0f 8d 8e 00 00 00 db 45 c8 d8 4d fc 83 ec 08 dd 1c 24 e8 4d 81 01 00 83 c4 08 d9 5d bc db 45 c8 d8 4d fc 83 ec 08 dd 1c 24 e8 30 81 01 00 83 c4 08
1132016,0x5145f0,1,0,0,1,0,fe ff ff 99 b9 64 00 00 00 f7 f9 89 85 10 ff ff ff 8b 95 70 ff ff ff 83 ba f0 00 00 00 00 74 27,ff 15 48 f3 52 00 99 b9 64 00 00 00 f7 f9 83 fa 28 7d 14 c7 85 10 ff ff ff 00 00 00 00 c7 85 fc fe ff ff 00 00 00 00 83 bd fc fe ff ff 3c 7c 26 6a 01 6a 00 6a 00 6a ff 8b 55 8c 8b 42 0c 8b 8d 14 ff ff ff 8d 54 01 02 52 6a 00 8b 8d 44 ff ff ff e8 04 55 ff ff 8b 85 14 ff ff ff 89 85 24 ff
1132149,0x514675,1,0,1,1,0,00 00 8b 4d 84 8b 51 6c 8b 42 78 89 85 10 ff ff ff 8b 8d 70 ff ff ff 83 b9 f0 00 00 00 00 74 1d,ff 15 48 f3 52 00 99 b9 64 00 00 00 f7 f9 83 fa 28 7d 0a c7 85 10 ff ff ff 00 00 00 00 8b 95 44 ff ff ff 83 ba c4 00 00 00 ff 75 2f 83 bd 10 ff ff ff 00 74 26 6a 01 6a 00 6a 00 6a ff 8b 45 8c 8b 48 0c 8b 95 14 ff ff ff 8d 44 0a 02 50 6a 00 8b 8d 44 ff ff ff e8 7a 54 ff ff 8b 8d 14 ff ff
1152961,0x5197c1,0,0,1,1,0,f3 ab c7 85 30 ed ff ff 18 00 00 00 c7 85 34 ed ff ff 18 00 00 00 c7 85 38 ed ff ff 20 00 00 00,ff 15 48 f3 52 00 99 b9 0a 00 00 00 f7 f9 89 95 3c ed ff ff 8b 15 1c f1 57 00 89 95 24 ed ff ff a1 20 f1 57 00 89 85 28 ed ff ff 8a 0d 24 f1 57 00 88 8d 2c ed ff ff 8a 95 2a ed ff ff 02 55 08 88 95 2a ed ff ff 8a 85 2b ed ff ff 02 85 3c ed ff ff 88 85 2b ed ff ff 8b 8d 20 ed ff ff 8b 55
1182092,0x52098c,0,0,0,1,0,00 db 45 f4 d8 0d d4 10 53 00 d8 05 e0 f4 52 00 d9 5d dc c7 45 e4 00 00 00 00 8b 45 e4 89 45 e0,ff 15 48 f3 52 00 99 b9 03 00 00 00 f7 f9 89 55 b4 db 45 b4 d8 05 f0 f4 52 00 d8 0d e0 fb 52 00 d9 5d d0 c7 45 d4 00 00 00 00 c7 45 d8 00 00 00 00 c7 45 c0 00 00 00 40 c7 45 c8 00 00 a0 40 8b 55 c8 89 55 c4 6a 01 8d 45 c0 50 8d 4d d0 51 6a 00 8d 55 dc 52 8b 45 fc 50 8b 4d b8 8b 51 c8 52
1189982,0x52285e,0,0,0,0,0,8d 85 6c ff ff ff 50 e8 66 bc f8 ff 83 c4 0c 8b 08 89 4d d4 8b 50 04 89 55 d8 8b 40 08 89 45 dc,ff 15 48 f3 52 00 8b 8d 50 ff ff ff 8b 49 e0 99 f7 79 38 8b f2 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 2b f2 89 75 b8 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 8b f2 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 2b f2 89 75 b4 db 45 b8 51 d9 1c
1190003,0x522873,0,0,0,0,0,50 04 89 55 d8 8b 40 08 89 45 dc ff 15 48 f3 52 00 8b 8d 50 ff ff ff 8b 49 e0 99 f7 79 38 8b f2,ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 2b f2 89 75 b8 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 8b f2 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 2b f2 89 75 b4 db 45 b8 51 d9 1c 24 8d 4d ec e8 f9 03 00 00 db 45 b4 51 d9 1c 24 8d 4d d4 e8 ea
1190027,0x52288b,0,0,0,0,0,49 e0 99 f7 79 38 8b f2 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 2b f2 89 75 b8,ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 8b f2 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 2b f2 89 75 b4 db 45 b8 51 d9 1c 24 8d 4d ec e8 f9 03 00 00 db 45 b4 51 d9 1c 24 8d 4d d4 e8 ea 03 00 00 8d 55 d4 52 8d 45 ec 50 8d 4d bc 51 8d 95 60 ff ff ff 52 e8 12
1190048,0x5228a0,0,0,0,0,0,4a e0 99 f7 79 38 2b f2 89 75 b8 ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 8b f2,ff 15 48 f3 52 00 8b 95 50 ff ff ff 8b 4a e0 99 f7 79 38 2b f2 89 75 b4 db 45 b8 51 d9 1c 24 8d 4d ec e8 f9 03 00 00 db 45 b4 51 d9 1c 24 8d 4d d4 e8 ea 03 00 00 8d 55 d4 52 8d 45 ec 50 8d 4d bc 51 8d 95 60 ff ff ff 52 e8 12 04 00 00 83 c4 0c 50 8d 85 54 ff ff ff 50 e8 02 04 00 00 83 c4
