relative_path,offset,text
Data\scenes\bs17.scn,51196,_exp19
Data\scenes\bs17.scn,51512,_exp18
Data\scenes\bs17.scn,51828,_exp16
Data\scenes\bs17.scn,52144,_exp16
Data\scenes\bs17.scn,52460,_exp15
Data\scenes\bs17.scn,52776,_exp14
Data\scenes\bs17.scn,53092,_exp13
Data\scenes\bs17.scn,53408,_exp20
Data\scenes\bs17.scn,53724,_exp44
Data\scenes\bs17.scn,54040,_exp46
Data\scenes\bs17.scn,54356,_exp45
Data\scenes\bs17.scn,54672,_exp43
Data\scenes\bs17.scn,54988,_exp42
Data\scenes\bs17.scn,55304,_exp41
Data\scenes\bs17.scn,55620,_exp40
Data\scenes\bs17.scn,55936,_exp39
Data\scenes\bs17.scn,56252,_exp47
Data\scenes\bs18.joe,8,exp018a1
Data\scenes\bs18.joe,24,exp018a1
Data\scenes\bs18.joe,43,exp018b1
Data\scenes\bs18.joe,62,exp018b1
Data\scenes\bs18.joe,81,exp018c1
Data\scenes\bs18.joe,97,exp018c1
Data\scenes\bs18.joe,115,exp018d1
Data\scenes\bs18.joe,134,exp018d1
Data\scenes\bs18.scn,39948,_exp54
Data\scenes\bs18.scn,40264,_exp38
Data\scenes\bs18.scn,40580,_exp37
Data\scenes\bs18.scn,40896,_exp36
Data\scenes\bs18.scn,41212,_exp35
Data\scenes\bs18.scn,41528,_exp34
Data\scenes\bs18.scn,41844,_exp33
Data\scenes\bs18.scn,42160,_exp32
Data\scenes\bs18.scn,42476,_exp31
Data\scenes\bs18.scn,42792,_exp30
Data\scenes\bs18.scn,43108,_exp12
Data\scenes\bs18.scn,43424,_exp53
Data\scenes\bs18.scn,43740,_exp59
Data\scenes\bs18.scn,44056,_exp11
Data\scenes\bs18.scn,44372,_exp05
Data\scenes\bs18.scn,44688,_exp52
Data\scenes\bs18.scn,45004,_exp58
Data\scenes\bs18.scn,45320,_exp10
Data\scenes\bs18.scn,45636,_exp04
Data\scenes\bs18.scn,45952,_exp51
Data\scenes\bs18.scn,46268,_exp57
Data\scenes\bs18.scn,46584,_exp09
Data\scenes\bs18.scn,46900,_exp03
Data\scenes\bs18.scn,47216,_exp50
Data\scenes\bs18.scn,47532,_exp56
Data\scenes\bs18.scn,47848,_exp08
Data\scenes\bs18.scn,48164,_exp02
Data\scenes\bs18.scn,48480,_exp49
Data\scenes\bs18.scn,48796,_exp55
Data\scenes\bs18.scn,49112,_exp07
Data\scenes\bs18.scn,49428,_exp01
Data\scenes\bs18.scn,49744,_exp25
Data\scenes\bs18.scn,50060,_exp48
Data\scenes\bs18.scn,50376,_exp29
Data\scenes\bs18.scn,50692,_exp28
Data\scenes\bs18.scn,51008,_exp27
Data\scenes\bs18.scn,51324,_exp26
Data\scenes\bs18.scn,51640,_exp24
Data\scenes\bs18.scn,51956,_exp23
Data\scenes\bs18.scn,52272,_exp22
Data\scenes\bs18.scn,52588,_exp21
Data\scenes\bs18.scn,52904,_exp06
Data\scenes\bs18.scn,53220,_exp17
Data\scenes\bs18.scn,53536,_exp19
Data\scenes\bs18.scn,53852,_exp18
Data\scenes\bs18.scn,54168,_exp16
Data\scenes\bs18.scn,54484,_exp16
Data\scenes\bs18.scn,54800,_exp15
Data\scenes\bs18.scn,55116,_exp14
Data\scenes\bs18.scn,55432,_exp13
Data\scenes\bs18.scn,55748,_exp20
Data\scenes\bs18.scn,56064,_exp44
Data\scenes\bs18.scn,56380,_exp46
Data\scenes\bs18.scn,56696,_exp45
Data\scenes\bs18.scn,57012,_exp43
Data\scenes\bs18.scn,57328,_exp42
Data\scenes\bs18.scn,57644,_exp41
Data\scenes\bs18.scn,57960,_exp40
Data\scenes\bs18.scn,58276,_exp39
Data\scenes\bs18.scn,58592,_exp47
Data\scenes\bs19.joe,8,exp021b1
Data\scenes\bs19.joe,24,exp021b1
Data\scenes\bs19.joe,41,exp021b1
Data\scenes\bs19.scn,79060,_exp54
Data\scenes\bs19.scn,79376,_exp38
Data\scenes\bs19.scn,79692,_exp37
Data\scenes\bs19.scn,80008,_exp36
Data\scenes\bs19.scn,80324,_exp35
Data\scenes\bs19.scn,80640,_exp34
Data\scenes\bs19.scn,80956,_exp33
Data\scenes\bs19.scn,81272,_exp32
Data\scenes\bs19.scn,81588,_exp31
Data\scenes\bs19.scn,81904,_exp30
Data\scenes\bs19.scn,82220,_exp12
Data\scenes\bs19.scn,82536,_exp53
Data\scenes\bs19.scn,82852,_exp59
Data\scenes\bs19.scn,83168,_exp11
Data\scenes\bs19.scn,83484,_exp05
Data\scenes\bs19.scn,83800,_exp52
Data\scenes\bs19.scn,84116,_exp58
Data\scenes\bs19.scn,84432,_exp10
Data\scenes\bs19.scn,84748,_exp04
Data\scenes\bs19.scn,85064,_exp51
Data\scenes\bs19.scn,85380,_exp57
Data\scenes\bs19.scn,85696,_exp09
Data\scenes\bs19.scn,86012,_exp03
Data\scenes\bs19.scn,86328,_exp50
Data\scenes\bs19.scn,86644,_exp56
Data\scenes\bs19.scn,86960,_exp08
Data\scenes\bs19.scn,87276,_exp02
Data\scenes\bs19.scn,87592,_exp49
Data\scenes\bs19.scn,87908,_exp55
Data\scenes\bs19.scn,88224,_exp07
Data\scenes\bs19.scn,88540,_exp01
Data\scenes\bs19.scn,88856,_exp25
Data\scenes\bs19.scn,89172,_exp48
Data\scenes\bs19.scn,89488,_exp29
Data\scenes\bs19.scn,89804,_exp28
Data\scenes\bs19.scn,90120,_exp27
Data\scenes\bs19.scn,90436,_exp26
Data\scenes\bs19.scn,90752,_exp24
Data\scenes\bs19.scn,91068,_exp23
Data\scenes\bs19.scn,91384,_exp22
Data\scenes\bs19.scn,91700,_exp21
Data\scenes\bs19.scn,92016,_exp06
Data\scenes\bs19.scn,92332,_exp17
Data\scenes\bs19.scn,92648,_exp19
Data\scenes\bs19.scn,92964,_exp18
Data\scenes\bs19.scn,93280,_exp16
Data\scenes\bs19.scn,93596,_exp16
Data\scenes\bs19.scn,93912,_exp15
Data\scenes\bs19.scn,94228,_exp14
Data\scenes\bs19.scn,94544,_exp13
Data\scenes\bs19.scn,94860,_exp20
Data\scenes\bs19.scn,95176,_exp44
Data\scenes\bs19.scn,95492,_exp46
Data\scenes\bs19.scn,95808,_exp45
Data\scenes\bs19.scn,96124,_exp43
Data\scenes\bs19.scn,96440,_exp42
Data\scenes\bs19.scn,96756,_exp41
Data\scenes\bs19.scn,97072,_exp40
Data\scenes\bs19.scn,97388,_exp39
Data\scenes\bs19.scn,97704,_exp47
Data\scenes\bs20.scn,53388,_exp54
Data\scenes\bs20.scn,53704,_exp38
Data\scenes\bs20.scn,54020,_exp37
Data\scenes\bs20.scn,54336,_exp36
Data\scenes\bs20.scn,54652,_exp35
Data\scenes\bs20.scn,54968,_exp34
Data\scenes\bs20.scn,55284,_exp33
Data\scenes\bs20.scn,55600,_exp32
Data\scenes\bs20.scn,55916,_exp31
Data\scenes\bs20.scn,56232,_exp30
Data\scenes\bs20.scn,56548,_exp12
Data\scenes\bs20.scn,56864,_exp53
Data\scenes\bs20.scn,57180,_exp59
Data\scenes\bs20.scn,57496,_exp11
Data\scenes\bs20.scn,57812,_exp05
Data\scenes\bs20.scn,58128,_exp52
Data\scenes\bs20.scn,58444,_exp58
Data\scenes\bs20.scn,58760,_exp10
Data\scenes\bs20.scn,59076,_exp04
Data\scenes\bs20.scn,59392,_exp51
Data\scenes\bs20.scn,59708,_exp57
Data\scenes\bs20.scn,60024,_exp09
Data\scenes\bs20.scn,60340,_exp03
Data\scenes\bs20.scn,60656,_exp50
Data\scenes\bs20.scn,60972,_exp56
Data\scenes\bs20.scn,61288,_exp08
Data\scenes\bs20.scn,61604,_exp02
Data\scenes\bs20.scn,61920,_exp49
Data\scenes\bs20.scn,62236,_exp55
Data\scenes\bs20.scn,62552,_exp07
Data\scenes\bs20.scn,62868,_exp01
Data\scenes\bs20.scn,63184,_exp25
Data\scenes\bs20.scn,63500,_exp48
Data\scenes\bs20.scn,63816,_exp29
Data\scenes\bs20.scn,64132,_exp28
Data\scenes\bs20.scn,64448,_exp27
Data\scenes\bs20.scn,64764,_exp26
Data\scenes\bs20.scn,65080,_exp24
Data\scenes\bs20.scn,65396,_exp23
Data\scenes\bs20.scn,65712,_exp22
Data\scenes\bs20.scn,66028,_exp21
Data\scenes\bs20.scn,66344,_exp06
Data\scenes\bs20.scn,66660,_exp17
Data\scenes\bs20.scn,66976,_exp19
Data\scenes\bs20.scn,67292,_exp18
Data\scenes\bs20.scn,67608,_exp16
Data\scenes\bs20.scn,67924,_exp16
Data\scenes\bs20.scn,68240,_exp15
Data\scenes\bs20.scn,68556,_exp14
Data\scenes\bs20.scn,68872,_exp13
Data\scenes\bs20.scn,69188,_exp20
Data\scenes\bs20.scn,69504,_exp44
Data\scenes\bs20.scn,69820,_exp46
Data\scenes\bs20.scn,70136,_exp45
Data\scenes\bs20.scn,70452,_exp43
Data\scenes\bs20.scn,70768,_exp42
Data\scenes\bs20.scn,71084,_exp41
Data\scenes\bs20.scn,71400,_exp40
Data\scenes\bs20.scn,71716,_exp39
Data\scenes\bs20.scn,72032,_exp47
Data\scenes\bs21.joe,8,exp021c1
Data\scenes\bs21.joe,24,exp021c1
Data\scenes\bs21.joe,41,exp021d1
Data\scenes\bs21.joe,57,exp021d1
Data\scenes\bs21.scn,95104,_exp54
Data\scenes\bs21.scn,95420,_exp38
Data\scenes\bs21.scn,95736,_exp37
Data\scenes\bs21.scn,96052,_exp36
Data\scenes\bs21.scn,96368,_exp35
Data\scenes\bs21.scn,96684,_exp34
Data\scenes\bs21.scn,97000,_exp33
Data\scenes\bs21.scn,97316,_exp32
Data\scenes\bs21.scn,97632,_exp31
Data\scenes\bs21.scn,97948,_exp30
Data\scenes\bs21.scn,98264,_exp12
Data\scenes\bs21.scn,98580,_exp53
Data\scenes\bs21.scn,98896,_exp59
Data\scenes\bs21.scn,99212,_exp11
Data\scenes\bs21.scn,99528,_exp05
Data\scenes\bs21.scn,99844,_exp52
Data\scenes\bs21.scn,100160,_exp58
Data\scenes\bs21.scn,100476,_exp10
Data\scenes\bs21.scn,100792,_exp04
Data\scenes\bs21.scn,101108,_exp51
Data\scenes\bs21.scn,101424,_exp57
Data\scenes\bs21.scn,101740,_exp09
Data\scenes\bs21.scn,102056,_exp03
Data\scenes\bs21.scn,102372,_exp50
Data\scenes\bs21.scn,102688,_exp56
Data\scenes\bs21.scn,103004,_exp08
Data\scenes\bs21.scn,103320,_exp02
Data\scenes\bs21.scn,103636,_exp49
Data\scenes\bs21.scn,103952,_exp55
Data\scenes\bs21.scn,104268,_exp07
Data\scenes\bs21.scn,104584,_exp01
Data\scenes\bs21.scn,104900,_exp25
Data\scenes\bs21.scn,105216,_exp48
Data\scenes\bs21.scn,105532,_exp29
Data\scenes\bs21.scn,105848,_exp28
Data\scenes\bs21.scn,106164,_exp27
Data\scenes\bs21.scn,106480,_exp26
Data\scenes\bs21.scn,106796,_exp24
Data\scenes\bs21.scn,107112,_exp23
Data\scenes\bs21.scn,107428,_exp22
Data\scenes\bs21.scn,107744,_exp21
Data\scenes\bs21.scn,108060,_exp06
Data\scenes\bs21.scn,108376,_exp17
Data\scenes\bs21.scn,108692,_exp19
Data\scenes\bs21.scn,109008,_exp18
Data\scenes\bs21.scn,109324,_exp16
Data\scenes\bs21.scn,109640,_exp16
Data\scenes\bs21.scn,109956,_exp15
Data\scenes\bs21.scn,110272,_exp14
Data\scenes\bs21.scn,110588,_exp13
Data\scenes\bs21.scn,110904,_exp20
Data\scenes\bs21.scn,111220,_exp44
Data\scenes\bs21.scn,111536,_exp46
Data\scenes\bs21.scn,111852,_exp45
Data\scenes\bs21.scn,112168,_exp43
Data\scenes\bs21.scn,112484,_exp42
Data\scenes\bs21.scn,112800,_exp41
Data\scenes\bs21.scn,113116,_exp40
Data\scenes\bs21.scn,113432,_exp39
Data\scenes\bs21.scn,113748,_exp47
Data\scenes\bs22.joe,8,exp022a1
Data\scenes\bs22.joe,28,exp022a1
Data\scenes\bs22.joe,47,exp022a1
Data\scenes\bs22.joe,64,exp022a1
Data\scenes\bs22.joe,81,exp022b1
Data\scenes\bs22.joe,102,exp022b1
Data\scenes\bs22.scn,73572,_exp54
Data\scenes\bs22.scn,73888,_exp38
Data\scenes\bs22.scn,74204,_exp37
Data\scenes\bs22.scn,74520,_exp36
Data\scenes\bs22.scn,74836,_exp35
Data\scenes\bs22.scn,75152,_exp34
Data\scenes\bs22.scn,75468,_exp33
Data\scenes\bs22.scn,75784,_exp32
Data\scenes\bs22.scn,76100,_exp31
Data\scenes\bs22.scn,76416,_exp30
Data\scenes\bs22.scn,76732,_exp12
Data\scenes\bs22.scn,77048,_exp53
Data\scenes\bs22.scn,77364,_exp59
Data\scenes\bs22.scn,77680,_exp11
Data\scenes\bs22.scn,77996,_exp05
Data\scenes\bs22.scn,78312,_exp52
Data\scenes\bs22.scn,78628,_exp58
Data\scenes\bs22.scn,78944,_exp10
Data\scenes\bs22.scn,79260,_exp04
Data\scenes\bs22.scn,79576,_exp51
Data\scenes\bs22.scn,79892,_exp57
Data\scenes\bs22.scn,80208,_exp09
Data\scenes\bs22.scn,80524,_exp03
Data\scenes\bs22.scn,80840,_exp50
Data\scenes\bs22.scn,81156,_exp56
Data\scenes\bs22.scn,81472,_exp08
Data\scenes\bs22.scn,81788,_exp02
Data\scenes\bs22.scn,82104,_exp49
Data\scenes\bs22.scn,82420,_exp55
Data\scenes\bs22.scn,82736,_exp07
Data\scenes\bs22.scn,83052,_exp01
Data\scenes\bs22.scn,83368,_exp25
Data\scenes\bs22.scn,83684,_exp48
Data\scenes\bs22.scn,84000,_exp29
Data\scenes\bs22.scn,84316,_exp28
Data\scenes\bs22.scn,84632,_exp27
Data\scenes\bs22.scn,84948,_exp26
Data\scenes\bs22.scn,85264,_exp24
Data\scenes\bs22.scn,85580,_exp23
Data\scenes\bs22.scn,85896,_exp22
Data\scenes\bs22.scn,86212,_exp21
Data\scenes\bs22.scn,86528,_exp06
Data\scenes\bs22.scn,86844,_exp17
Data\scenes\bs22.scn,87160,_exp19
Data\scenes\bs22.scn,87476,_exp18
Data\scenes\bs22.scn,87792,_exp16
Data\scenes\bs22.scn,88108,_exp16
Data\scenes\bs22.scn,88424,_exp15
Data\scenes\bs22.scn,88740,_exp14
Data\scenes\bs22.scn,89056,_exp13
Data\scenes\bs22.scn,89372,_exp20
Data\scenes\bs22.scn,89688,_exp44
Data\scenes\bs22.scn,90004,_exp46
Data\scenes\bs22.scn,90320,_exp45
Data\scenes\bs22.scn,90636,_exp43
Data\scenes\bs22.scn,90952,_exp42
Data\scenes\bs22.scn,91268,_exp41
Data\scenes\bs22.scn,91584,_exp40
Data\scenes\bs22.scn,91900,_exp39
Data\scenes\bs22.scn,92216,_exp47
Data\scenes\bs23.joe,8,exp023a1
Data\scenes\bs23.joe,26,exp023a1
Data\scenes\bs23.joe,45,exp023a1
Data\scenes\bs23.joe,65,exp023a1
Data\scenes\bs23.joe,83,exp023b1
Data\scenes\bs23.joe,98,exp023b1
Data\scenes\bs23.joe,114,exp023b1
Data\scenes\bs23.joe,130,exp023b1
Data\scenes\bs23.joe,147,exp023b1
Data\scenes\bs23.scn,61468,_exp54
Data\scenes\bs23.scn,61784,_exp38
Data\scenes\bs23.scn,62100,_exp37
Data\scenes\bs23.scn,62416,_exp36
Data\scenes\bs23.scn,62732,_exp35
Data\scenes\bs23.scn,63048,_exp34
Data\scenes\bs23.scn,63364,_exp33
Data\scenes\bs23.scn,63680,_exp32
Data\scenes\bs23.scn,63996,_exp31
Data\scenes\bs23.scn,64312,_exp30
Data\scenes\bs23.scn,64628,_exp12
Data\scenes\bs23.scn,64944,_exp53
Data\scenes\bs23.scn,65260,_exp59
Data\scenes\bs23.scn,65576,_exp11
Data\scenes\bs23.scn,65892,_exp05
Data\scenes\bs23.scn,66208,_exp52
Data\scenes\bs23.scn,66524,_exp58
Data\scenes\bs23.scn,66840,_exp10
Data\scenes\bs23.scn,67156,_exp04
Data\scenes\bs23.scn,67472,_exp51
Data\scenes\bs23.scn,67788,_exp57
Data\scenes\bs23.scn,68104,_exp09
Data\scenes\bs23.scn,68420,_exp03
Data\scenes\bs23.scn,68736,_exp50
Data\scenes\bs23.scn,69052,_exp56
Data\scenes\bs23.scn,69368,_exp08
Data\scenes\bs23.scn,69684,_exp02
Data\scenes\bs23.scn,70000,_exp49
Data\scenes\bs23.scn,70316,_exp55
Data\scenes\bs23.scn,70632,_exp07
Data\scenes\bs23.scn,70948,_exp01
Data\scenes\bs23.scn,71264,_exp25
Data\scenes\bs23.scn,71580,_exp48
Data\scenes\bs23.scn,71896,_exp29
Data\scenes\bs23.scn,72212,_exp28
Data\scenes\bs23.scn,72528,_exp27
Data\scenes\bs23.scn,72844,_exp26
Data\scenes\bs23.scn,73160,_exp24
Data\scenes\bs23.scn,73476,_exp23
Data\scenes\bs23.scn,73792,_exp22
Data\scenes\bs23.scn,74108,_exp21
Data\scenes\bs23.scn,74424,_exp06
Data\scenes\bs23.scn,74740,_exp17
Data\scenes\bs23.scn,75056,_exp19
Data\scenes\bs23.scn,75372,_exp18
Data\scenes\bs23.scn,75688,_exp16
Data\scenes\bs23.scn,76004,_exp16
Data\scenes\bs23.scn,76320,_exp15
Data\scenes\bs23.scn,76636,_exp14
Data\scenes\bs23.scn,76952,_exp13
Data\scenes\bs23.scn,77268,_exp20
Data\scenes\bs23.scn,77584,_exp44
Data\scenes\bs23.scn,77900,_exp46
Data\scenes\bs23.scn,78216,_exp45
Data\scenes\bs23.scn,78532,_exp43
Data\scenes\bs23.scn,78848,_exp42
Data\scenes\bs23.scn,79164,_exp41
Data\scenes\bs23.scn,79480,_exp40
Data\scenes\bs23.scn,79796,_exp39
Data\scenes\bs23.scn,80112,_exp47
Data\scenes\bs24.scn,40800,_exp54
Data\scenes\bs24.scn,41116,_exp38
Data\scenes\bs24.scn,41432,_exp37
Data\scenes\bs24.scn,41748,_exp36
Data\scenes\bs24.scn,42064,_exp35
Data\scenes\bs24.scn,42380,_exp34
Data\scenes\bs24.scn,42696,_exp33
Data\scenes\bs24.scn,43012,_exp32
Data\scenes\bs24.scn,43328,_exp31
Data\scenes\bs24.scn,43644,_exp30
Data\scenes\bs24.scn,43960,_exp12
Data\scenes\bs24.scn,44276,_exp53
Data\scenes\bs24.scn,44592,_exp59
Data\scenes\bs24.scn,44908,_exp11
Data\scenes\bs24.scn,45224,_exp05
Data\scenes\bs24.scn,45540,_exp52
Data\scenes\bs24.scn,45856,_exp58
Data\scenes\bs24.scn,46172,_exp10
Data\scenes\bs24.scn,46488,_exp04
Data\scenes\bs24.scn,46804,_exp51
Data\scenes\bs24.scn,47120,_exp57
Data\scenes\bs24.scn,47436,_exp09
Data\scenes\bs24.scn,47752,_exp03
Data\scenes\bs24.scn,48068,_exp50
Data\scenes\bs24.scn,48384,_exp56
Data\scenes\bs24.scn,48700,_exp08
Data\scenes\bs24.scn,49016,_exp02
Data\scenes\bs24.scn,49332,_exp49
Data\scenes\bs24.scn,49648,_exp55
Data\scenes\bs24.scn,49964,_exp07
Data\scenes\bs24.scn,50280,_exp01
Data\scenes\bs24.scn,50596,_exp25
Data\scenes\bs24.scn,50912,_exp48
Data\scenes\bs24.scn,51228,_exp29
Data\scenes\bs24.scn,51544,_exp28
Data\scenes\bs24.scn,51860,_exp27
Data\scenes\bs24.scn,52176,_exp26
Data\scenes\bs24.scn,52492,_exp24
Data\scenes\bs24.scn,52808,_exp23
Data\scenes\bs24.scn,53124,_exp22
Data\scenes\bs24.scn,53440,_exp21
Data\scenes\bs24.scn,53756,_exp06
Data\scenes\bs24.scn,54072,_exp17
Data\scenes\bs24.scn,54388,_exp19
Data\scenes\bs24.scn,54704,_exp18
Data\scenes\bs24.scn,55020,_exp16
Data\scenes\bs24.scn,55336,_exp16
Data\scenes\bs24.scn,55652,_exp15
Data\scenes\bs24.scn,55968,_exp14
Data\scenes\bs24.scn,56284,_exp13
Data\scenes\bs24.scn,56600,_exp20
Data\scenes\bs24.scn,56916,_exp44
Data\scenes\bs24.scn,57232,_exp46
Data\scenes\bs24.scn,57548,_exp45
Data\scenes\bs24.scn,57864,_exp43
Data\scenes\bs24.scn,58180,_exp42
Data\scenes\bs24.scn,58496,_exp41
Data\scenes\bs24.scn,58812,_exp40
Data\scenes\bs24.scn,59128,_exp39
Data\scenes\bs24.scn,59444,_exp47
Data\scenes\bs25.scn,47824,_exp54
Data\scenes\bs25.scn,48140,_exp38
Data\scenes\bs25.scn,48456,_exp37
Data\scenes\bs25.scn,48772,_exp36
Data\scenes\bs25.scn,49088,_exp35
Data\scenes\bs25.scn,49404,_exp34
Data\scenes\bs25.scn,49720,_exp33
Data\scenes\bs25.scn,50036,_exp32
Data\scenes\bs25.scn,50352,_exp31
Data\scenes\bs25.scn,50668,_exp30
Data\scenes\bs25.scn,50984,_exp12
Data\scenes\bs25.scn,51300,_exp53
Data\scenes\bs25.scn,51616,_exp59
Data\scenes\bs25.scn,51932,_exp11
Data\scenes\bs25.scn,52248,_exp05
Data\scenes\bs25.scn,52564,_exp52
Data\scenes\bs25.scn,52880,_exp58
Data\scenes\bs25.scn,53196,_exp10
Data\scenes\bs25.scn,53512,_exp04
Data\scenes\bs25.scn,53828,_exp51
Data\scenes\bs25.scn,54144,_exp57
Data\scenes\bs25.scn,54460,_exp09
Data\scenes\bs25.scn,54776,_exp03
Data\scenes\bs25.scn,55092,_exp50
Data\scenes\bs25.scn,55408,_exp56
Data\scenes\bs25.scn,55724,_exp08
Data\scenes\bs25.scn,56040,_exp02
Data\scenes\bs25.scn,56356,_exp49
Data\scenes\bs25.scn,56672,_exp55
Data\scenes\bs25.scn,56988,_exp07
Data\scenes\bs25.scn,57304,_exp01
Data\scenes\bs25.scn,57620,_exp25
Data\scenes\bs25.scn,57936,_exp48
Data\scenes\bs25.scn,58252,_exp29
Data\scenes\bs25.scn,58568,_exp28
Data\scenes\bs25.scn,58884,_exp27
Data\scenes\bs25.scn,59200,_exp26
Data\scenes\bs25.scn,59516,_exp24
Data\scenes\bs25.scn,59832,_exp23
Data\scenes\bs25.scn,60148,_exp22
Data\scenes\bs25.scn,60464,_exp21
Data\scenes\bs25.scn,60780,_exp06
Data\scenes\bs25.scn,61096,_exp17
Data\scenes\bs25.scn,61412,_exp19
Data\scenes\bs25.scn,61728,_exp18
Data\scenes\bs25.scn,62044,_exp16
Data\scenes\bs25.scn,62360,_exp16
Data\scenes\bs25.scn,62676,_exp15
Data\scenes\bs25.scn,62992,_exp14
Data\scenes\bs25.scn,63308,_exp13
Data\scenes\bs25.scn,63624,_exp20
Data\scenes\bs25.scn,63940,_exp44
Data\scenes\bs25.scn,64256,_exp46
Data\scenes\bs25.scn,64572,_exp45
Data\scenes\bs25.scn,64888,_exp43
Data\scenes\bs25.scn,65204,_exp42
Data\scenes\bs25.scn,65520,_exp41
Data\scenes\bs25.scn,65836,_exp40
Data\scenes\bs25.scn,66152,_exp39
Data\scenes\bs25.scn,66468,_exp47
Data\scenes\bs26.joe,8,exp026a1
Data\scenes\bs26.joe,26,exp026a1
Data\scenes\bs26.joe,43,exp026a1
Data\scenes\bs26.joe,63,exp026a1
Data\scenes\bs26.joe,80,exp026a1
Data\scenes\bs26.joe,99,exp026a1
Data\scenes\bs26.joe,119,exp026a1
Data\scenes\bs26.scn,35560,_exp54
Data\scenes\bs26.scn,35876,_exp38
Data\scenes\bs26.scn,36192,_exp37
Data\scenes\bs26.scn,36508,_exp36
Data\scenes\bs26.scn,36824,_exp35
Data\scenes\bs26.scn,37140,_exp34
Data\scenes\bs26.scn,37456,_exp33
Data\scenes\bs26.scn,37772,_exp32
Data\scenes\bs26.scn,38088,_exp31
Data\scenes\bs26.scn,38404,_exp30
Data\scenes\bs26.scn,38720,_exp12
Data\scenes\bs26.scn,39036,_exp53
Data\scenes\bs26.scn,39352,_exp59
Data\scenes\bs26.scn,39668,_exp11
Data\scenes\bs26.scn,39984,_exp05
Data\scenes\bs26.scn,40300,_exp52
Data\scenes\bs26.scn,40616,_exp58
Data\scenes\bs26.scn,40932,_exp10
Data\scenes\bs26.scn,41248,_exp04
Data\scenes\bs26.scn,41564,_exp51
Data\scenes\bs26.scn,41880,_exp57
Data\scenes\bs26.scn,42196,_exp09
Data\scenes\bs26.scn,42512,_exp03
Data\scenes\bs26.scn,42828,_exp50
Data\scenes\bs26.scn,43144,_exp56
Data\scenes\bs26.scn,43460,_exp08
Data\scenes\bs26.scn,43776,_exp02
Data\scenes\bs26.scn,44092,_exp49
Data\scenes\bs26.scn,44408,_exp55
Data\scenes\bs26.scn,44724,_exp07
Data\scenes\bs26.scn,45040,_exp01
Data\scenes\bs26.scn,45356,_exp25
Data\scenes\bs26.scn,45672,_exp48
Data\scenes\bs26.scn,45988,_exp29
Data\scenes\bs26.scn,46304,_exp28
Data\scenes\bs26.scn,46620,_exp27
Data\scenes\bs26.scn,46936,_exp26
Data\scenes\bs26.scn,47252,_exp24
Data\scenes\bs26.scn,47568,_exp23
Data\scenes\bs26.scn,47884,_exp22
Data\scenes\bs26.scn,48200,_exp21
Data\scenes\bs26.scn,48516,_exp06
Data\scenes\bs26.scn,48832,_exp17
Data\scenes\bs26.scn,49148,_exp19
Data\scenes\bs26.scn,49464,_exp18
Data\scenes\bs26.scn,49780,_exp16
Data\scenes\bs26.scn,50096,_exp16
Data\scenes\bs26.scn,50412,_exp15
Data\scenes\bs26.scn,50728,_exp14
Data\scenes\bs26.scn,51044,_exp13
Data\scenes\bs26.scn,51360,_exp20
Data\scenes\bs26.scn,51676,_exp44
Data\scenes\bs26.scn,51992,_exp46
Data\scenes\bs26.scn,52308,_exp45
Data\scenes\bs26.scn,52624,_exp43
Data\scenes\bs26.scn,52940,_exp42
Data\scenes\bs26.scn,53256,_exp41
Data\scenes\bs26.scn,53572,_exp40
Data\scenes\bs26.scn,53888,_exp39
Data\scenes\bs26.scn,54204,_exp47
Data\scenes\bs27.joe,8,exp007a1
Data\scenes\bs27.joe,23,exp007a1
Data\scenes\bs27.joe,38,exp007a1
Data\scenes\bs27.joe,56,exp007a1
Data\scenes\bs27.scn,43212,_exp54
Data\scenes\bs27.scn,43528,_exp38
Data\scenes\bs27.scn,43844,_exp37
Data\scenes\bs27.scn,44160,_exp36
Data\scenes\bs27.scn,44476,_exp35
Data\scenes\bs27.scn,44792,_exp34
Data\scenes\bs27.scn,45108,_exp33
Data\scenes\bs27.scn,45424,_exp32
Data\scenes\bs27.scn,45740,_exp31
Data\scenes\bs27.scn,46056,_exp30
Data\scenes\bs27.scn,46372,_exp12
Data\scenes\bs27.scn,46688,_exp53
Data\scenes\bs27.scn,47004,_exp59
Data\scenes\bs27.scn,47320,_exp11
Data\scenes\bs27.scn,47636,_exp05
Data\scenes\bs27.scn,47952,_exp52
Data\scenes\bs27.scn,48268,_exp58
Data\scenes\bs27.scn,48584,_exp10
Data\scenes\bs27.scn,48900,_exp04
Data\scenes\bs27.scn,49216,_exp51
Data\scenes\bs27.scn,49532,_exp57
Data\scenes\bs27.scn,49848,_exp09
Data\scenes\bs27.scn,50164,_exp03
Data\scenes\bs27.scn,50480,_exp50
Data\scenes\bs27.scn,50796,_exp56
Data\scenes\bs27.scn,51112,_exp08
Data\scenes\bs27.scn,51428,_exp02
Data\scenes\bs27.scn,51744,_exp49
Data\scenes\bs27.scn,52060,_exp55
Data\scenes\bs27.scn,52376,_exp07
Data\scenes\bs27.scn,52692,_exp01
Data\scenes\bs27.scn,53008,_exp25
Data\scenes\bs27.scn,53324,_exp48
Data\scenes\bs27.scn,53640,_exp29
Data\scenes\bs27.scn,53956,_exp28
Data\scenes\bs27.scn,54272,_exp27
Data\scenes\bs27.scn,54588,_exp26
