relative_path,name,extension,size,first16_hex,ascii_ratio,entropy,u16_small_count_first512,u16_small_mode_first512,u16_first32
auto\.ato,.ato,,0,,0.0,0.0,0,,
auto\LOCCATE.ato,LOCCATE.ato,.ato,0,,0.0,0.0,0,,
auto\MAZE01.ato,MAZE01.ato,.ato,8580,08 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1395,2.9572,186,0,8 0 7 0 0 0 23 0 0 0 22066 17478 2255 17330 44256 16644 0 0 0 0 0 0 3 0 23 0 24 0 50 0 0 0
auto\MAZE02.ato,MAZE02.ato,.ato,0,,0.0,0.0,0,,
auto\MAZE03.ato,MAZE03.ato,.ato,22874,26 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1181,2.3771,190,0,38 0 7 0 0 0 23 0 0 0 29020 17439 47640 17439 2688 16466 58979 17331 0 0 0 0 3 0 23 0 24 0 13108 0 0 0
auto\MAZE04.ato,MAZE04.ato,.ato,0,,0.0,0.0,0,,
auto\MAZE05.ato,MAZE05.ato,.ato,17920,0c 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1347,2.8564,189,0,12 0 7 0 0 0 23 0 0 0 43336 50191 54877 50082 43136 16271 0 0 0 0 13105 16727 4 0 23 0 24 0 14134 0 0 0
auto\MAZE07.ato,MAZE07.ato,.ato,52,00 00 00 00 00 00 80 3f 00 00 80 3f 00 00 80 3f,0.0577,0.765,23,0,0 0 0 16256 0 16256 0 16256 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
auto\MAZE08.ato,MAZE08.ato,.ato,52,00 00 00 00 00 00 80 3f 00 00 80 3f 00 00 80 3f,0.0577,0.765,23,0,0 0 0 16256 0 16256 0 16256 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
auto\MAZE09.ato,MAZE09.ato,.ato,66495,2f 00 00 00 09 00 00 00 02 00 00 00 00 00 00 00,0.1294,2.9727,191,0,47 0 9 0 2 0 0 0 0 0 19626 17261 63768 49575 12480 16281 0 0 0 0 44600 17018 4 0 21 0 16 0 0 0 0 0
auto\MAZE10.ato,MAZE10.ato,.ato,0,,0.0,0.0,0,,
auto\MAZE11.ato,MAZE11.ato,.ato,9767,0f 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.111,2.3006,182,0,15 0 7 0 0 0 23 0 0 0 21595 17643 12507 17161 40048 16941 15401 17331 0 0 0 0 1 0 23 0 24 0 12340 49 0 0
auto\MAZE12.ato,MAZE12.ato,.ato,95743,4b 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1199,2.7756,186,0,75 0 7 0 0 0 23 0 0 0 22556 17467 49720 17360 9472 16573 0 0 0 0 55050 15907 3 0 23 0 24 0 13875 51 0 0
auto\MAZE13.ato,MAZE13.ato,.ato,32274,12 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1294,2.837,186,0,18 0 7 0 0 0 23 0 0 0 59186 50394 43997 17427 48192 49709 0 0 0 0 0 0 2 0 23 0 24 0 13618 51 0 0
auto\MAZE14.ato,MAZE14.ato,.ato,95290,26 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1364,3.0415,173,0,38 0 7 0 0 0 23 0 0 0 24568 17534 46477 17467 7616 16757 0 0 0 0 19334 17329 2 0 23 0 24 0 12339 53 0 0
auto\MAZE15.ato,MAZE15.ato,.ato,19066,0e 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1162,2.5904,196,0,14 0 7 0 0 0 23 0 0 0 53884 17383 50567 17480 0 47552 0 0 0 0 0 0 2 0 23 0 24 0 13361 49 0 0
auto\MAZE17.ato,MAZE17.ato,.ato,4893,05 00 00 00 09 00 00 00 02 00 00 00 00 00 00 00,0.1281,2.7178,174,0,5 0 9 0 2 0 0 0 0 0 14874 17544 28955 50228 32 16796 0 0 0 0 6533 17076 3 0 21 0 16 0 0 0 0 0
auto\MAZE18.ato,MAZE18.ato,.ato,3864,04 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0978,2.4354,181,0,4 0 7 0 0 0 23 0 0 0 2540 50319 13381 50455 32128 16816 0 0 0 0 0 0 2 0 23 0 24 0 12593 50 0 0
auto\MAZE19.ato,MAZE19.ato,.ato,0,,0.0,0.0,0,,
auto\MAZE20.ato,MAZE20.ato,.ato,19173,09 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1135,2.6926,183,0,9 0 7 0 0 0 23 0 0 0 35971 49879 41870 17092 46068 17025 0 0 0 0 0 0 2 0 23 0 24 0 12850 51 0 0
auto\MAZE200.ato,MAZE200.ato,.ato,15526,06 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1041,2.5398,191,0,6 0 7 0 0 0 23 0 0 0 39716 49872 14594 17081 46076 17025 0 0 0 0 1967 17325 2 0 23 0 24 0 12850 51 0 0
auto\MAZE21.ato,MAZE21.ato,.ato,17198,0a 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1354,3.1039,194,0,10 0 7 0 0 0 23 0 0 0 60356 16762 56266 17037 12720 49521 0 0 0 0 0 0 2 0 23 0 24 0 14642 48 0 0
auto\MAZE22.ato,MAZE22.ato,.ato,37586,16 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1321,3.0232,189,0,22 0 7 0 0 0 23 0 0 0 8632 17094 47477 49858 8704 49637 0 0 0 0 18349 16449 3 0 23 0 24 0 14642 51 0 0
auto\MAZE40.ato,MAZE40.ato,.ato,20503,13 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0987,2.4485,182,0,19 0 7 0 0 0 23 0 0 0 13377 49713 7542 49961 0 47104 0 0 0 0 0 0 1 0 23 0 24 0 12596 49 0 0
auto\MAZE40.SB.ato,MAZE40.SB.ato,.ato,0,,0.0,0.0,0,,
auto\MAZE40D.ato,MAZE40D.ato,.ato,0,,0.0,0.0,0,,
auto\MAZE40D.SB.ato,MAZE40D.SB.ato,.ato,0,,0.0,0.0,0,,
auto\MWORLD1.ato,MWORLD1.ato,.ato,0,,0.0,0.0,0,,
auto\SA01.ato,SA01.ato,.ato,92082,36 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1115,2.6636,193,0,54 0 7 0 0 0 23 0 0 0 61260 50124 55952 16908 37904 16868 39321 16153 0 0 60294 16081 4 0 23 0 24 0 52 0 0 0
auto\SA02.ato,SA02.ato,.ato,19689,0d 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1014,2.3144,203,0,13 0 7 0 0 0 23 0 0 0 61524 50219 5215 17524 17473 17219 0 0 0 0 0 0 5 0 23 0 24 0 55 0 0 0
auto\SA03.ato,SA03.ato,.ato,7863,0b 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1043,2.2923,184,0,11 0 7 0 0 0 23 0 0 0 31654 17558 312 50137 17376 49600 0 0 0 0 55044 17096 4 0 23 0 24 0 12337 0 0 0
auto\SA04.ato,SA04.ato,.ato,0,,0.0,0.0,0,,
auto\SA05.ato,SA05.ato,.ato,0,,0.0,0.0,0,,
auto\SA07.ato,SA07.ato,.ato,0,,0.0,0.0,0,,
auto\SA08.ato,SA08.ato,.ato,0,,0.0,0.0,0,,
auto\SA09.ato,SA09.ato,.ato,3692,04 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0848,2.1005,191,0,4 0 7 0 0 0 23 0 0 0 13489 49981 15700 17529 59890 17136 56034 17331 0 0 0 0 4 0 23 0 24 0 57 0 0 0
auto\SA11.ato,SA11.ato,.ato,1483,03 00 00 00 09 00 00 00 02 00 00 00 00 00 00 00,0.1173,2.6167,195,0,3 0 9 0 2 0 0 0 0 0 40267 50099 6692 17521 60016 17136 44976 15989 0 0 64992 16488 5 0 21 0 16 0 3 0 0 0
auto\SA12.ato,SA12.ato,.ato,5568,08 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1092,2.3966,193,0,8 0 7 0 0 0 23 0 0 0 10970 17496 54983 16987 60645 48613 18350 15969 0 0 44239 17331 5 0 23 0 24 0 56 0 0 0
auto\SA13.ato,SA13.ato,.ato,0,,0.0,0.0,0,,
auto\SA15.ato,SA15.ato,.ato,0,,0.0,0.0,0,,
auto\SA16.ato,SA16.ato,.ato,0,,0.0,0.0,0,,
auto\SA20.ato,SA20.ato,.ato,9161,05 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0867,2.1395,192,0,5 0 7 0 0 0 23 0 0 0 28696 17569 7209 17565 3445 49555 0 0 0 0 27852 17328 4 0 21 0 16 0 0 0 0 0
auto\SB01.ato,SB01.ato,.ato,337,01 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0861,1.962,130,0,1 0 7 0 0 0 23 0 0 0 4918 17575 30374 50086 36016 49595 0 0 0 0 39978 17199 3 0 25 0 4 0 0 0 23 0
auto\SB02.ato,SB02.ato,.ato,1199,03 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1126,2.4298,192,0,3 0 7 0 0 0 23 0 0 0 11738 49905 2730 50314 40786 49433 0 0 0 0 0 0 4 0 23 0 24 0 12851 0 0 0
auto\SB03.ato,SB03.ato,.ato,10723,07 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.099,2.4849,185,0,7 0 7 0 0 0 23 0 0 0 62604 49793 65488 17047 13376 49430 63242 17331 0 0 60948 17331 4 0 25 0 4 0 1 0 23 0
auto\SB04.ato,SB04.ato,.ato,6316,08 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1035,2.4511,185,0,8 0 7 0 0 0 23 0 0 0 10616 16888 18240 49556 2048 15890 0 0 0 0 0 0 3 0 25 0 4 0 0 0 23 0
auto\SB06.ato,SB06.ato,.ato,4035,07 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1033,2.2227,197,0,7 0 7 0 0 0 23 0 0 0 21221 49734 50444 16605 0 46848 0 0 0 0 1 16644 4 0 25 0 4 0 1 0 23 0
auto\SB11.ato,SB11.ato,.ato,15548,18 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1132,2.573,190,0,24 0 7 0 0 0 23 0 0 0 44441 50014 46605 50224 33158 17042 0 0 0 0 0 0 4 0 25 0 4 0 1 0 23 0
auto\SB12.ato,SB12.ato,.ato,20026,16 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0938,2.1714,188,0,22 0 7 0 0 0 23 0 0 0 33182 16817 31778 17357 13369 49430 0 0 0 0 57672 16602 4 0 25 0 4 0 0 0 41 0
auto\SC01.ato,SC01.ato,.ato,19010,0a 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1025,2.4299,194,0,10 0 7 0 0 0 23 0 0 0 49191 17129 30845 50048 36334 49442 0 0 0 0 0 0 4 0 23 0 24 0 12852 0 0 0
auto\SD01.ato,SD01.ato,.ato,45920,34 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0976,2.3365,204,0,52 0 7 0 0 0 23 0 0 0 28785 50046 28752 50211 26214 49671 0 0 0 0 0 0 4 0 23 0 24 0 13366 0 0 0
auto\SD02.ato,SD02.ato,.ato,24342,1e 00 00 00 07 00 00 00 00 00 00 00 00 00 00 00,0.0951,2.2849,188,0,30 0 7 0 0 0 0 0 0 0 52428 52428 52428 52428 52428 52428 0 0 0 0 0 0 0 0 20300 16707 17748 52224 0 0 0 0
auto\SD03.ato,SD03.ato,.ato,14438,0a 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0927,2.2569,202,0,10 0 7 0 0 0 23 0 0 0 19299 49973 52929 17512 38536 49671 23593 15759 0 0 0 0 4 0 23 0 24 0 13621 0 0 0
auto\SD04.ato,SD04.ato,.ato,1876,04 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1029,2.1772,200,0,4 0 7 0 0 0 23 0 0 0 19223 49063 16681 16900 35237 49303 0 0 0 0 0 0 4 0 23 0 24 0 14390 0 0 0
auto\SD05.ato,SD05.ato,.ato,8238,0a 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0862,1.9984,195,0,10 0 7 0 0 0 23 0 0 0 5171 49741 33924 17033 59228 15877 0 0 0 0 0 0 3 0 23 0 24 0 14645 0 0 0
auto\SD07.ato,SD07.ato,.ato,0,,0.0,0.0,0,,
auto\SD08.ato,SD08.ato,.ato,0,,0.0,0.0,0,,
auto\SD10.ato,SD10.ato,.ato,0,,0.0,0.0,0,,
auto\SD12.ato,SD12.ato,.ato,11220,08 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1081,2.4632,200,0,8 0 7 0 0 0 23 0 0 0 43876 17210 21436 17050 65429 16255 0 0 0 0 60948 17331 5 0 23 0 24 0 12597 0 0 0
auto\SD13.ato,SD13.ato,.ato,4703,03 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0704,1.783,195,0,3 0 7 0 0 0 23 0 0 0 1881 49874 30611 49747 0 14092 0 0 0 0 0 0 2 0 23 0 24 0 12851 53 0 0
auto\SD14.ato,SD14.ato,.ato,25510,2a 00 00 00 09 00 00 00 02 00 00 00 00 00 00 00,0.103,2.1517,195,0,42 0 9 0 2 0 0 0 0 0 30272 49558 17250 49832 0 14208 0 0 0 0 31127 17307 3 0 22 0 48 0 30272 49558 17250 49832
auto\SE01.ato,SE01.ato,.ato,26942,0e 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1077,2.6225,195,0,14 0 7 0 0 0 23 0 0 0 9165 16991 17929 16916 57980 17089 0 0 0 0 34089 16235 4 0 23 0 24 0 12855 0 0 0
auto\SE02.ato,SE02.ato,.ato,18234,0e 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0977,2.3141,204,0,14 0 7 0 0 0 23 0 0 0 55649 17192 16406 16834 30560 48935 0 0 0 0 0 0 4 0 23 0 24 0 13625 0 0 0
auto\SE03.ato,SE03.ato,.ato,10957,09 00 00 00 07 00 00 00 00 00 00 00 00 00 00 00,0.0961,2.2282,182,0,9 0 7 0 0 0 0 0 0 0 52428 52428 52428 52428 52428 52428 0 0 0 0 0 0 0 0 20300 16707 17748 52224 0 0 0 0
auto\SE04.ato,SE04.ato,.ato,28469,15 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.107,2.5458,194,0,21 0 7 0 0 0 23 0 0 0 65204 16975 32713 49955 0 14080 0 0 0 0 0 0 2 0 23 0 24 0 13367 0 0 0
auto\SE05.ato,SE05.ato,.ato,10740,0c 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0948,2.4165,199,0,12 0 7 0 0 0 23 0 0 0 7087 49867 52322 49919 0 46848 55050 15395 0 0 0 0 4 0 23 0 24 0 12600 0 0 0
auto\SE06.ato,SE06.ato,.ato,26807,1b 00 00 00 07 00 00 00 00 00 00 00 00 00 00 00,0.1034,2.4941,191,0,27 0 7 0 0 0 0 0 0 0 52428 52428 52428 52428 52428 52428 0 0 0 0 0 0 0 0 20300 16707 17748 52224 0 0 0 0
auto\SE07.ato,SE07.ato,.ato,40198,22 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0887,2.2105,194,0,34 0 7 0 0 0 23 0 0 0 49368 49672 54768 49601 0 0 49807 15733 0 0 0 16000 3 0 23 0 24 0 12599 0 0 0
auto\SE08.ato,SE08.ato,.ato,16826,12 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0831,2.1686,207,0,18 0 7 0 0 0 23 0 0 0 54676 49838 19532 49818 0 48896 0 0 0 0 0 0 3 0 23 0 24 0 13368 0 0 0
auto\SE09.ato,SE09.ato,.ato,0,,0.0,0.0,0,,
auto\SE10.ato,SE10.ato,.ato,10735,03 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0959,2.4403,200,0,3 0 7 0 0 0 23 0 0 0 48219 17177 57754 16665 13113 16179 0 0 0 0 0 0 3 0 23 0 24 0 12344 0 0 0
auto\SE11.ato,SE11.ato,.ato,10879,0b 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1268,2.5047,185,0,11 0 7 0 0 0 23 0 0 0 27364 49825 16966 49875 0 0 0 0 0 0 0 0 2 0 23 0 24 0 13880 0 0 0
auto\SE12.ato,SE12.ato,.ato,0,,0.0,0.0,0,,
auto\SE13.ato,SE13.ato,.ato,0,,0.0,0.0,0,,
auto\SE15.ato,SE15.ato,.ato,8106,0a 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0906,2.1428,195,0,10 0 7 0 0 0 23 0 0 0 1248 17004 62308 49795 0 0 0 0 0 0 0 0 4 0 23 0 24 0 12593 48 0 0
auto\SE16.ato,SE16.ato,.ato,16954,0e 00 00 00 09 00 00 00 02 00 00 00 00 00 00 00,0.0988,2.4255,189,0,14 0 9 0 2 0 0 0 0 0 18730 49948 56209 49925 18 16560 0 16288 0 0 59042 17077 3 0 21 0 16 0 3 0 0 0
auto\SE17.ato,SE17.ato,.ato,11230,0a 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1076,2.4157,195,0,10 0 7 0 0 0 23 0 0 0 0 50084 0 17072 0 50040 55706 17331 0 0 16711 17329 4 0 23 0 24 0 13105 51 0 0
auto\SE18.ato,SE18.ato,.ato,34703,13 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0943,2.2072,205,0,19 0 7 0 0 0 23 0 0 0 0 49696 0 17120 0 49976 0 0 0 0 30802 17330 4 0 23 0 24 0 13105 50 0 0
auto\SF01.ato,SF01.ato,.ato,16742,0e 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0834,2.1006,190,0,14 0 7 0 0 0 23 0 0 0 48919 50185 49238 17420 8768 49229 23593 15759 0 0 0 0 3 0 25 0 4 0 0 0 23 0
auto\SF02.ato,SF02.ato,.ato,11033,09 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0791,2.0666,190,0,9 0 7 0 0 0 23 0 0 0 40632 49673 45613 16533 49283 48970 0 0 0 0 0 0 4 0 25 0 4 0 0 0 23 0
auto\SF04.ato,SF04.ato,.ato,5123,07 00 00 00 09 00 00 00 02 00 00 00 00 00 00 00,0.0894,1.9908,186,0,7 0 9 0 2 0 0 0 0 0 33343 49684 17654 16975 53051 17127 0 0 0 0 19678 17110 3 0 22 0 48 0 33343 49684 17654 16975
auto\SF06.ato,SF06.ato,.ato,0,,0.0,0.0,0,,
auto\SF07.ato,SF07.ato,.ato,0,,0.0,0.0,0,,
auto\SF08.ato,SF08.ato,.ato,17947,07 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0914,2.151,194,0,7 0 7 0 0 0 23 0 0 0 48672 49667 62946 16140 7188 15915 0 0 0 0 0 0 4 0 23 0 24 0 13617 48 0 0
auto\SF10.ato,SF10.ato,.ato,6355,03 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0733,1.8921,194,0,3 0 7 0 0 0 23 0 0 0 31534 17485 24250 50219 21504 15915 0 0 0 0 0 0 2 0 23 0 24 0 13617 49 0 0
auto\SF11.ato,SF11.ato,.ato,3371,03 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0819,2.2376,195,0,3 0 7 0 0 0 23 0 0 0 38514 50124 8742 50307 27792 16906 0 0 0 0 0 0 3 0 25 0 4 0 0 0 23 0
auto\SI01.ato,SI01.ato,.ato,2217,05 00 00 00 07 00 00 00 00 00 00 00 00 00 00 00,0.1069,2.3709,186,0,5 0 7 0 0 0 0 0 0 0 52428 52428 52428 52428 52428 52428 0 0 0 0 0 0 0 0 20300 16707 17748 52224 0 0 0 0
auto\SI01A.ato,SI01A.ato,.ato,0,,0.0,0.0,0,,
auto\SI02.ato,SI02.ato,.ato,33067,23 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1046,2.5842,190,0,35 0 7 0 0 0 23 0 0 0 53600 49918 55983 17197 24032 49840 0 0 0 0 0 0 3 0 25 0 4 0 0 0 23 0
auto\SI04.ato,SI04.ato,.ato,0,,0.0,0.0,0,,
auto\SI05.ato,SI05.ato,.ato,0,,0.0,0.0,0,,
auto\SI06.ato,SI06.ato,.ato,18897,11 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0877,2.2193,186,0,17 0 7 0 0 0 23 0 0 0 40575 50111 33428 49761 31286 17166 0 0 0 0 61276 17331 3 0 25 0 4 0 1 0 23 0
auto\SI07.ato,SI07.ato,.ato,0,,0.0,0.0,0,,
auto\SI08.ato,SI08.ato,.ato,0,,0.0,0.0,0,,
auto\SI09.ato,SI09.ato,.ato,0,,0.0,0.0,0,,
auto\SI10.ato,SI10.ato,.ato,37569,15 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0906,2.2359,187,0,21 0 7 0 0 0 23 0 0 0 19110 17133 9517 49556 34320 16787 0 0 0 0 0 0 3 0 25 0 4 0 1 0 23 0
auto\SI11.ato,SI11.ato,.ato,6977,05 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0912,2.366,191,0,5 0 7 0 0 0 23 0 0 0 5886 50117 309 17307 36968 49157 0 0 0 0 0 0 4 0 23 0 24 0 12338 54 0 0
auto\SI12.ato,SI12.ato,.ato,5829,05 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1228,2.6613,183,0,5 0 7 0 0 0 23 0 0 0 14376 50059 49766 17531 60007 17136 40961 17330 0 0 0 0 5 0 23 0 24 0 14641 55 0 0
auto\SI13.ato,SI13.ato,.ato,16850,0e 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0903,2.3098,187,0,14 0 7 0 0 0 23 0 0 0 52549 49980 38795 17493 57095 49971 0 0 0 0 0 0 3 0 23 0 24 0 12338 56 0 0
auto\SJ01.ato,SJ01.ato,.ato,59850,5a 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1079,2.3692,188,0,90 0 7 0 0 0 23 0 0 0 10984 17194 35318 17294 31264 49418 0 0 0 0 0 0 3 0 23 0 24 0 14385 48 0 0
auto\SJ02.ato,SJ02.ato,.ato,21738,0e 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0906,2.3592,189,0,14 0 7 0 0 0 23 0 0 0 29944 49877 22842 49798 61440 16016 13108 16339 0 0 0 0 3 0 25 0 4 0 0 0 23 0
auto\SJ03.ato,SJ03.ato,.ato,39509,0d 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0833,2.0621,205,0,13 0 7 0 0 0 23 0 0 0 24084 17031 23508 17481 58432 49425 0 0 0 0 0 0 4 0 25 0 4 0 0 0 23 0
auto\SJ04.ato,SJ04.ato,.ato,14689,11 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0891,2.0662,189,0,17 0 7 0 0 0 23 0 0 0 22484 17058 1618 49757 32256 16087 0 0 0 0 0 0 3 0 25 0 4 0 0 0 23 0
auto\SJ05.ato,SJ05.ato,.ato,156,00 00 00 00 00 00 80 3f 00 00 80 3f 00 00 80 3f,0.0769,1.546,63,0,0 0 0 16256 0 16256 0 16256 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 27760 31073 52480 52685 52685 52685
auto\SJ06.ato,SJ06.ato,.ato,0,,0.0,0.0,0,,
auto\SJ07.ato,SJ07.ato,.ato,0,,0.0,0.0,0,,
auto\SK01.ato,SK01.ato,.ato,41677,3d 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1036,2.3903,187,0,61 0 7 0 0 0 23 0 0 0 56456 17224 65164 50181 54368 16512 0 0 0 0 0 0 2 0 25 0 4 0 0 0 23 0
auto\SK02.ato,SK02.ato,.ato,25962,12 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0912,2.1515,198,0,18 0 7 0 0 0 23 0 0 0 16028 17047 64406 16952 37888 15861 0 0 0 0 0 0 2 0 25 0 4 0 0 0 23 0
auto\SK03.ato,SK03.ato,.ato,6011,03 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0827,2.1374,194,0,3 0 7 0 0 0 23 0 0 0 259 17026 57544 16868 41392 15864 0 0 0 0 0 0 3 0 23 0 24 0 12850 49 0 0
auto\SK04.ato,SK04.ato,.ato,0,,0.0,0.0,0,,
auto\SK06.ato,SK06.ato,.ato,0,,0.0,0.0,0,,
auto\SK07.ato,SK07.ato,.ato,0,,0.0,0.0,0,,
auto\SL01.ato,SL01.ato,.ato,37905,25 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1046,2.4551,198,0,37 0 7 0 0 0 23 0 0 0 46377 49978 43803 50048 38705 49490 0 0 0 0 0 0 4 0 23 0 24 0 13875 54 0 0
auto\SL02.ato,SL02.ato,.ato,0,,0.0,0.0,0,,
auto\SL03.ato,SL03.ato,.ato,15008,0c 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.08,1.9963,194,0,12 0 7 0 0 0 23 0 0 0 35562 49847 53757 17058 45056 15588 0 0 0 0 0 0 3 0 23 0 24 0 13362 54 0 0
auto\SL04.ato,SL04.ato,.ato,153202,96 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0961,2.3156,195,0,150 0 7 0 0 0 23 0 0 0 50850 17060 29024 16948 54656 16168 0 0 0 0 0 0 2 0 23 0 24 0 13362 51 0 0
auto\SL05.ato,SL05.ato,.ato,0,,0.0,0.0,0,,
auto\SL06.ato,SL06.ato,.ato,0,,0.0,0.0,0,,
auto\SL07.ato,SL07.ato,.ato,5337,05 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0976,2.0989,194,0,5 0 7 0 0 0 23 0 0 0 11044 49816 38399 49912 0 15848 0 0 0 0 0 0 3 0 23 0 24 0 13618 50 0 0
auto\SL08.ato,SL08.ato,.ato,10743,0b 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1085,2.4694,196,0,11 0 7 0 0 0 23 0 0 0 54002 17164 20768 16242 51200 15695 0 0 0 0 0 0 4 0 23 0 24 0 13618 49 0 0
auto\SL09.ato,SL09.ato,.ato,0,,0.0,0.0,0,,
auto\SL10.ato,SL10.ato,.ato,0,,0.0,0.0,0,,
auto\SL11.ato,SL11.ato,.ato,0,,0.0,0.0,0,,
auto\SL12.ato,SL12.ato,.ato,0,,0.0,0.0,0,,
auto\SL13.ato,SL13.ato,.ato,18409,15 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0921,2.1586,199,0,21 0 7 0 0 0 23 0 0 0 16061 17253 16887 16976 65520 16655 53740 17325 0 0 0 0 4 0 23 0 24 0 13875 57 0 0
auto\SL14.ato,SL14.ato,.ato,9400,08 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1138,2.6591,181,0,8 0 7 0 0 0 23 0 0 0 26778 49440 20580 17675 62506 49442 21001 16440 0 0 0 0 2 0 23 0 24 0 14131 51 0 0
auto\SM01.ato,SM01.ato,.ato,27236,1c 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0999,2.472,187,0,28 0 7 0 0 0 23 0 0 0 65312 49523 2608 16968 51769 49958 10485 16092 0 0 0 0 3 0 23 0 24 0 14130 49 0 0
auto\SM02.ato,SM02.ato,.ato,5843,03 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.0808,2.3145,188,0,3 0 7 0 0 0 23 0 0 0 39581 49759 13278 17377 40350 16743 0 0 0 0 0 0 3 0 23 0 24 0 14130 54 0 0
auto\SM03.ato,SM03.ato,.ato,0,,0.0,0.0,0,,
auto\SM04.ato,SM04.ato,.ato,27616,18 00 00 00 07 00 00 00 00 00 00 00 17 00 00 00,0.1148,2.6042,182,0,24 0 7 0 0 0 23 0 0 0 5120 17015 60229 49793 62464 15832 0 0 0 0 0 0 2 0 25 0 4 0 0 0 23 0
