relative_path,name,extension,size,first16_hex,ascii_ratio,entropy,u16_small_count_first512,u16_small_mode_first512,u16_first32
Creature\E004.lss,E004.lss,.lss,278788,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3297,6.6668,81,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 5827 16823 5 0 28757 25968
Creature\E004w0.lbc,E004w0.lbc,.lbc,45728,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.2396,4.7876,126,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E005.lbc,E005.lbc,.lbc,108441,4c 42 43 00 00 00 00 00 06 00 00 00 07 4c 66 69,0.1326,2.5188,99,0,16972 67 0 0 6 0 19463 26982 26478 29285 15297 48977 63858 16329 19835 48923 65535 65535 1 0 0 0 0 0 1 0 8 0 25027 48985 32107 16373
Creature\E005.lss,E005.lss,.lss,292544,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.334,6.6659,64,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 2934 16839 5 0 28757 25968
Creature\E006.lbc,E006.lbc,.lbc,53149,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0357,0.7312,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E006.lss,E006.lss,.lss,247020,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3285,6.6522,76,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 2833 16822 5 0 28757 25968
Creature\E006w0.lbc,E006w0.lbc,.lbc,41594,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.2924,5.4058,48,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E007.lbc,E007.lbc,.lbc,63901,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0554,1.6592,140,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 50002 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 0 49520 0 49184
Creature\E007.lss,E007.lss,.lss,294888,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3292,6.6733,69,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 2833 16822 5 0 28757 25968
Creature\E007001.lbc,E007001.lbc,.lbc,3588,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.257,5.7253,67,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E007002.lbc,E007002.lbc,.lbc,16852,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.2427,5.7131,65,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E007w0.lbc,E007w0.lbc,.lbc,154880,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1823,4.2738,106,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E008.lbc,E008.lbc,.lbc,65245,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0363,0.8712,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E008.lss,E008.lss,.lss,314124,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3343,6.6556,80,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 49134 16822 5 0 28757 25968
Creature\E008w0.lbc,E008w0.lbc,.lbc,50039,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.2912,4.9518,41,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E009.lbc,E009.lbc,.lbc,43837,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0363,0.8227,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E009.lss,E009.lss,.lss,394848,a9 1a 00 00 32 00 00 00 00 00 00 00 01 00 00 00,0.2525,5.8807,30,0,6825 0 50 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 0 0 59266 49106 7989 16883 12 0 26956 27502
Creature\E010.lbc,E010.lbc,.lbc,39901,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0399,0.849,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E010.lss,E010.lss,.lss,363696,a9 1a 00 00 34 00 00 00 00 00 00 00 01 00 00 00,0.2837,6.3604,29,0,6825 0 52 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 12122 48518 6807 16514 16941 16803 10 0 26956 27502
Creature\E011.lbc,E011.lbc,.lbc,43741,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0376,0.7655,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 1478 49459 54371 49283
Creature\E011.lss,E011.lss,.lss,219540,a9 1a 00 00 1c 00 00 00 00 00 00 00 01 00 00 00,0.2779,6.2367,66,0,6825 0 28 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 22624 16788 19716 16831 39986 16583 2 0 26956 27502
Creature\E012.lbc,E012.lbc,.lbc,55069,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0396,0.8002,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E012.lss,E012.lss,.lss,262244,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3275,6.6575,75,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 4997 16824 5 0 28757 25968
Creature\E012w0.lbc,E012w0.lbc,.lbc,42585,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1607,3.421,61,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E013.lbc,E013.lbc,.lbc,54205,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0379,0.8699,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E013.lss,E013.lss,.lss,253124,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3278,6.673,88,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 25711 16824 5 0 28757 25968
Creature\E013w0.lbc,E013w0.lbc,.lbc,41937,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1579,3.4367,67,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E014.lbc,E014.lbc,.lbc,52669,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0344,1.2497,144,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 0 49440 0 49088
Creature\E014.lss,E014.lss,.lss,291744,a9 1a 00 00 1e 00 00 00 00 00 00 00 01 00 00 00,0.3321,6.7239,59,0,6825 0 30 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 59633 16770 6 0 28757 25968
Creature\E015.lbc,E015.lbc,.lbc,49021,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0521,1.0669,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E015.lss,E015.lss,.lss,227924,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3198,6.6623,74,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 9987 16824 5 0 28757 25968
Creature\E015w0.lbc,E015w0.lbc,.lbc,37356,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1302,3.5588,107,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E016.lbc,E016.lbc,.lbc,57661,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0406,0.8543,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E016.lss,E016.lss,.lss,267120,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3317,6.6676,72,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 36039 16824 5 0 28757 25968
Creature\E016w0.lbc,E016w0.lbc,.lbc,44529,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.164,3.1268,65,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E017.lbc,E017.lbc,.lbc,49021,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0521,1.0669,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E017.lss,E017.lss,.lss,228836,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3202,6.6557,76,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 15130 16825 5 0 28757 25968
Creature\E017w0.lbc,E017w0.lbc,.lbc,37356,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1302,3.5588,107,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E018.lbc,E018.lbc,.lbc,61309,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0365,0.8427,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E018.lss,E018.lss,.lss,285316,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3349,6.6841,70,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 7566 16825 5 0 28757 25968
Creature\E018w0.lbc,E018w0.lbc,.lbc,47087,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1322,3.5707,41,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E019.lbc,E019.lbc,.lbc,57949,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0399,0.8432,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E019.lss,E019.lss,.lss,269736,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3327,6.6719,84,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 10766 16823 5 0 28757 25968
Creature\E019w0.lbc,E019w0.lbc,.lbc,44745,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1592,3.2268,62,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\E020.lbc,E020.lbc,.lbc,75037,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0352,0.719,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E020.lss,E020.lss,.lss,347972,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3272,6.709,64,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 7566 16825 5 0 28757 25968
Creature\E021.lbc,E021.lbc,.lbc,46429,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0391,0.7677,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E021.lss,E021.lss,.lss,246924,a9 1a 00 00 1d 00 00 00 00 00 00 00 01 00 00 00,0.2647,6.0735,51,0,6825 0 29 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 780 15974 1279 16768 56309 16458 4 0 28514 31076
Creature\E022.lbc,E022.lbc,.lbc,43837,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0366,0.7806,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 420 49450 56353 49317
Creature\E022.lss,E022.lss,.lss,296436,a9 1a 00 00 27 00 00 00 00 00 00 00 01 00 00 00,0.236,5.5892,57,0,6825 0 39 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 0 32768 27300 16679 3576 16849 3 0 26956 27502
Creature\E024.lbc,E024.lbc,.lbc,43837,4c 42 43 00 00 00 00 00 03 00 00 00 07 5f 6f 66,0.0376,0.7686,124,0,16972 67 0 0 3 0 24327 26223 29542 29797 0 0 0 49696 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 1478 49459 54371 49283
Creature\E024.lss,E024.lss,.lss,219540,a9 1a 00 00 1c 00 00 00 00 00 00 00 01 00 00 00,0.2696,6.0674,68,0,6825 0 28 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 13623 16502 65194 16544 33215 16375 2 0 26956 27502
Creature\exp016.lzc,exp016.lzc,.lzc,145105,23 20 4c 69 7a 61 72 64 20 43 72 65 61 74 75 72,1.0,3.4214,0,,8227 26956 24954 25714 17184 25970 29793 29301 8293 24932 24948 26144 27753 8293 8237 30821 28528 29810 25701 26144 28530 8301 17459 8275 24909 3448 8970 16672 29813 28520 14962 17184
Creature\fish00.lss,fish00.lss,.lss,51008,a9 1a 00 00 10 00 00 00 00 00 00 00 01 00 00 00,0.2673,5.947,54,0,6825 0 16 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 52576 15617 26495 49224 12801 16511 2 0 26956 27502
Creature\flag074.MCB,flag074.MCB,.MCB,7726,4d 43 43 4d 20 6d 63 20 62 69 6e 61 72 79 20 66,0.1936,6.1796,113,0,17229 19779 27936 8291 26978 24942 31090 26144 27753 11877 0 0 27750 26465 14128 52 0 0 512 15 256 512 256 2048 1 0 1 22 80 0 104 0
Creature\flag077.MCB,flag077.MCB,.MCB,9892,4d 43 43 4d 20 6d 63 20 62 69 6e 61 72 79 20 66,0.2359,6.8021,113,0,17229 19779 27936 8291 26978 24942 31090 26144 27753 11877 0 0 27750 26465 14128 55 0 0 512 15 256 512 256 2048 1 0 1 22 80 0 104 0
Creature\flag078.MCB,flag078.MCB,.MCB,9892,4d 43 43 4d 20 6d 63 20 62 69 6e 61 72 79 20 66,0.1932,6.6763,113,0,17229 19779 27936 8291 26978 24942 31090 26144 27753 11877 0 0 27750 26465 14128 56 0 0 512 15 256 512 256 2048 1 0 1 22 80 0 104 0
Creature\flag080.MCB,flag080.MCB,.MCB,26464,4d 43 43 4d 20 6d 63 20 62 69 6e 61 72 79 20 66,0.0951,5.1809,236,0,17229 19779 27936 8291 26978 24942 31090 26144 27753 11877 0 0 27750 26465 14384 48 0 0 512 15 256 512 256 2048 1 0 1 41 80 0 104 0
Creature\flag2.MCB,flag2.MCB,.MCB,1316,4d 43 43 4d 20 6d 63 20 62 69 6e 61 72 79 20 66,0.1041,3.1183,101,0,17229 19779 27936 8291 26978 24942 31090 26144 27753 11877 0 0 27750 26465 50 0 0 0 512 15 256 512 256 2048 1 0 0 101 80 0 104 0
Creature\flag3.MCB,flag3.MCB,.MCB,1316,4d 43 43 4d 20 6d 63 20 62 69 6e 61 72 79 20 66,0.2576,3.137,101,0,17229 19779 27936 8291 26978 24942 31090 26144 27753 11877 0 0 27750 26465 51 0 0 0 512 15 256 512 256 2048 1 0 0 101 80 0 104 0
Creature\frogba01.lbc,frogba01.lbc,.lbc,136723,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.0692,1.8212,62,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\frogba02.lbc,frogba02.lbc,.lbc,27606,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1029,2.3568,51,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\frogbox.lbc,frogbox.lbc,.lbc,303451,4c 42 43 00 00 00 00 00 11 00 00 00 06 5f 42 6f,0.1567,3.5232,126,0,16972 67 0 0 17 0 24326 28482 12408 49 0 0 0 0 13312 65346 65535 511 0 0 0 0 0 256 0 2048 0 0 49152 191 49152 191
Creature\frogcam.lbc,frogcam.lbc,.lbc,17082,4c 42 43 00 00 00 00 00 01 00 00 00 05 5f 42 6f,0.2779,5.9939,146,0,16972 67 0 0 1 0 24325 28482 25464 0 0 0 0 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 0 49184 0 49184 0
Creature\g03m.lss,g03m.lss,.lss,354732,a9 1a 00 00 1b 00 00 00 00 00 00 00 01 00 00 00,0.3284,6.6303,50,0,6825 0 27 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 1739 16826 5 0 28757 25968
Creature\g03w.lss,g03w.lss,.lss,330788,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3251,6.6189,53,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 39964 16825 5 0 28757 25968
Creature\horse0.lzc,horse0.lzc,.lzc,135915,23 20 4c 69 7a 61 72 64 20 43 72 65 61 74 75 72,1.0,2.9982,0,,8227 26956 24954 25714 17184 25970 29793 29301 8293 24932 24948 26144 27753 8293 8237 30821 28528 29810 25701 26144 28530 8301 17459 8275 24909 3448 8970 16672 29813 28520 14962 17184
Creature\horse000.lbc,horse000.lbc,.lbc,443192,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.3099,6.5516,135,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\horsecam.lbc,horsecam.lbc,.lbc,12282,4c 42 43 00 00 00 00 00 01 00 00 00 05 5f 42 6f,0.2767,6.0107,146,0,16972 67 0 0 1 0 24325 28482 25464 0 0 0 0 0 0 65535 65535 1 0 0 0 0 0 1 0 8 0 0 49184 0 49184 0
Creature\house001.lbc,house001.lbc,.lbc,102565,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.2336,5.8318,40,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\icebed1.lss,icebed1.lss,.lss,332252,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.3226,6.5313,64,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 54079 16783 5 0 28757 25968
Creature\it01.lbc,it01.lbc,.lbc,4703,4c 42 43 00 00 00 00 00 02 00 00 00 02 5f 78 00,0.0776,2.1136,122,0,16972 67 0 0 2 0 24322 120 0 0 0 48128 43130 65344 65535 511 0 0 0 0 0 256 0 2048 0 0 8192 192 8192 192 8192 52672
Creature\it02.lbc,it02.lbc,.lbc,3119,4c 42 43 00 00 00 00 00 01 00 00 00 02 5f 78 66,0.0769,2.3885,120,0,16972 67 0 0 1 0 24322 26232 37849 57 0 58880 2513 65346 65535 511 0 0 0 0 0 256 0 2048 0 0 8192 192 8192 192 8192 52672
Creature\it_43.lbc,it_43.lbc,.lbc,7039,4c 42 43 00 01 00 00 00 33 33 33 3f 33 33 33 3f,0.1141,3.1151,131,0,16972 67 1 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\it_45.lbc,it_45.lbc,.lbc,7112,4c 42 43 00 02 00 00 00 33 33 33 3f 33 33 33 3f,0.116,3.1285,121,0,16972 67 2 0 13107 16179 13107 16179 13107 16179 0 16256 0 16256 0 16256 0 0 0 0 0 0 0 0 0 0 0 0 0 16800 1 0
Creature\kkk.lss,kkk.lss,.lss,336088,a9 1a 00 00 29 00 00 00 00 00 00 00 01 00 00 00,0.3164,6.7784,30,0,6825 0 41 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 2097 48428 35127 16441 7864 16820 6 0 28757 25968
Creature\lb001.lss,lb001.lss,.lss,626872,a9 1a 00 00 23 00 00 00 00 00 00 00 01 00 00 00,0.3265,6.7505,80,0,6825 0 35 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 28320 14752 3986 16827 5 0 28757 25968
Creature\LB007.lss,LB007.lss,.lss,1061876,a9 1a 00 00 1b 00 00 00 00 00 00 00 01 00 00 00,0.2984,6.5466,51,0,6825 0 27 0 0 0 1 0 26463 26994 28271 52480 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 21404 46665 5457 16363 46610 16857 3 0 19551 26740
Creature\LB027.lss,LB027.lss,.lss,2432,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.227,3.7216,79,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 43488 16824 5 0 28757 25968
Creature\LB028.lss,LB028.lss,.lss,2432,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.2274,3.7816,70,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 49407 16824 5 0 28757 25968
Creature\LB030.lss,LB030.lss,.lss,2908,a9 1a 00 00 1e 00 00 00 00 00 00 00 01 00 00 00,0.2252,4.0997,64,0,6825 0 30 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 65430 16824 5 0 28757 25968
Creature\LB032.lss,LB032.lss,.lss,2432,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.2249,3.7596,67,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 10326 16825 5 0 28757 25968
Creature\LB034.lss,LB034.lss,.lss,3384,a9 1a 00 00 23 00 00 00 00 00 00 00 01 00 00 00,0.2624,4.3556,50,0,6825 0 35 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 44163 16828 5 0 28757 25968
Creature\LB035.lss,LB035.lss,.lss,4140,a9 1a 00 00 2c 00 00 00 00 00 00 00 01 00 00 00,0.2932,4.5252,56,0,6825 0 44 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 60339 15454 7258 16665 11387 16777 4 0 26956 27502
Creature\LB037.lss,LB037.lss,.lss,2432,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.2212,3.6988,72,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 44163 16828 5 0 28757 25968
Creature\LB038.lss,LB038.lss,.lss,2432,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.2237,3.7647,64,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 44163 16828 5 0 28757 25968
Creature\LB039.lss,LB039.lss,.lss,2432,a9 1a 00 00 19 00 00 00 00 00 00 00 01 00 00 00,0.2159,3.6137,77,0,6825 0 25 0 0 0 1 0 28492 25975 21618 29295 28531 12592 52480 52685 52685 52685 52685 52685 65535 65535 0 0 0 0 44318 16828 5 0 28757 25968
Creature\lbc.txt,lbc.txt,.txt,12934,0d 0a 20 56 6f 6c 75 6d 65 20 69 6e 20 64 72 69,1.0,3.9612,0,,2573 22048 27759 28021 8293 28265 25632 26994 25974 18464 26656 29537 28192 8303 24940 25954 3436 8202 26948 25970 29795 29295 8313 26223 18464 23610 29264 27247 25445 29556 17756 26465
Creature\LE021.lss,LE021.lss,.lss,2784,a9 1a 00 00 1d 00 00 00 00 00 00 00 01 00 00 00,0.2593,4.4025,51,0,6825 0 29 0 0 0 1 0 28530 29807 52480 52685 52685 52685 52685 52685 52685 52685 52685 52685 65535 65535 780 15974 1279 16768 56309 16458 4 0 28514 31076
Creature\LN018.lzc,LN018.lzc,.lzc,72566,23 20 4c 69 7a 61 72 64 20 43 72 65 61 74 75 72,1.0,3.5665,0,,8227 26956 24954 25714 17184 25970 29793 29301 8293 24932 24948 26144 27753 8293 8237 30821 28528 29810 25701 26144 28530 8301 17459 8275 24909 3448 8970 16672 29813 28520 14962 17184
